,text,affect
3292,I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,sadness
3293,Dreams dashed and divided like million stars in the night sky.,sadness
3294,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,sadness
3295,Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,sadness
3296,The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness
3297,"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",sadness
3298,"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness
3299,"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness
3300,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",sadness
3301,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",sadness
3302,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,sadness
3303,Always borrow money from a pessimist; he doesn't expect to be paid back.,sadness
3304,But guess what ? I'm sober,sadness
3305,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,sadness
3306,This nigga doesn't even look for his real family 🙄😂 #sad,sadness
3307,This nigga doesn't even look for his real family 🙄😂 ,sadness
3308,So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,sadness
3309,God knows why you'd wanna go with a girl who's slept with half ya mates #grim,sadness
3310,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness
3311,People are trying too hard to hate on Cam Newton without understanding his position ,sadness
3312,Way to get a hold of her 😊 #depressing,sadness
3313,TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness
3314,Actually I always idealize the end of my relationships .. Such a pessimist,sadness
3315,After she threw me out I had to sedate her. With a damn horse tranquilizer.',sadness
3316,Man city's kit is dreadful!,sadness
3317,"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness
3318,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness
3319,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness
3320,Interesting topic this evening...  sadness &amp; low mood. #MHChat,sadness
3321,"someone explain female human beings to me, they're depressing me ._.",sadness
3322,Dont dull #Dutty_Wednesday,sadness
3323,Trying to make a #better_world is #depressing when it's a #failure -__-,sadness
3324,Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. 💪🏾,sadness
3325,That's the old me though #imachildofgod #whatistwerking #sober #married #bye,sadness
3326,doese reading help depression or is it another form of escapism,sadness
3327,#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober,sadness
3328,Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool,sadness
3329,Maybe I can sleep with my chem book on my head and it will all sink in my brain,sadness
3330,i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer,sadness
3331,i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness
3332,"Come here, let me do whatever I do with it. #dismal",sadness
3333,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness
3334,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness
3335,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,sadness
3336,Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as 🐶😇,sadness
3337,Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,sadness
3338,Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,sadness
3339,But God will deliver the righteous to their place of salvation: no evil shall touch them، nor shall they grieve,sadness
3340,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,sadness
3341,gloomy days should just be for high cuddles and movies,sadness
3342,"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",sadness
3343,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk,sadness
3344,♪OLD FISH  #discourage,sadness
3345,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
3346,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,sadness
3347,Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,sadness
3348,Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness
3349,"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",sadness
3350,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",sadness
3351,"#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!",sadness
3352,What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace 🎧\n\n#Fallen,sadness
3353,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,sadness
3354,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness
3355,This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness
3356,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness
3357,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness
3358,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim",sadness
3359,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",sadness
3360,"Says to my maw the other day, wanna day sober October way me, she says 'ave mer chance of doing movember son' #classicmoira #glasgow #sober",sadness
3361,it's pretty depressing when u hit pan on ur favourite highlighter,sadness
3362,ah #lost #mah #train of thunk.,sadness
3363,I'd pay good money to watch someone slap that pout off Candice.,sadness
3364,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",sadness
3365,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness
3366,Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,sadness
3367,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness",sadness
3368,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness
3369,"If you love something, let it go. If it comes back, it is yours. If it doesn't, it never will. #sadness #accepting",sadness
3370,"because a kitchen sink to you is not a kitchen sink to me, okay friend?",sadness
3371,I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life,sadness
3372,"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness
3373,I feel like a burden every day that I waste but I don't know how to get out of this bc I get so discouraged all I wanna do is lay around 🙃,sadness
3374,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,sadness
3375,the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness
3376,I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,sadness
3377,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,sadness
3378,now im all alone and my joy's turned to moping,sadness
3379,RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase,sadness
3380,So grim being up at 6,sadness
3381,"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",sadness
3382,Clean the #sink and make your #bathroom shine.,sadness
3383,"_Her mind is a #dark room,\nDeveloping #Madness  ♨😘",sadness
3384,Feels like I lost my best friend #lost #fml #missingyou,sadness
3385,*Sigh*  #saddness #afterellen #shitsucks,sadness
3386,It's been 5 weeks and I still go through depression smh,sadness
3387,People too weak to follow their own dreams will always find a way to discourage yours.,sadness
3388,"It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.",sadness
3389,"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",sadness
3390,"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",sadness
3391,Never let the sadness of your past ruin your future,sadness
3392,"them cold, dark nights are slowly creeping in 🌌",sadness
3393,Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here 🙃,sadness
3394,"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋",sadness
3395,Should've stayed at school cause ain't nobody here,sadness
3396,It's always depressing to sort WordPress plugin recommendations not by 'best' but by 'least offensive in terms of premium features.',sadness
3397,"*wants body to look a certain way*\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*",sadness
3398,Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),sadness
3399,Caballero's passing remains absolutely dreadful I see!,sadness
3400,Listening to old school house music kentphonic-sunday showers 'hanging around' 'sing it back' #blues,sadness
3401,"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",sadness
3402,"How many tweets is that now? How fast was I going? God, I love being #sober and #intelligent.",sadness
3403,I'm looking for a good promoter #rock #blues,sadness
3404,"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",sadness
3405,lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness,sadness
3406,"Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾",sadness
3407,Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,sadness
3408,Honestly today I just felt like maybe track isn't for me #sad,sadness
3409,Honestly today I just felt like maybe track isn't for me ,sadness
3410,nooooo. Poor Blue Bell! not again. #sad,sadness
3411,nooooo. Poor Blue Bell! not again. ,sadness
3412,im having the worst week ever and i cant even go home yet to just sulk in my bed,sadness
3413,Got a #serious #hyper #predator #heckler situation over here,sadness
3414,All work and no play makes Jack a dull boy,sadness
3415,Yes I am picking up sticks and pine cones in my front yard,sadness
3416,Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen 😢,sadness
3417,can it stay gloomy but get cold pls,sadness
3418,This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness
3419,"Have any of you ever stayed in hostels overseas? My only frame of reference is the movie Hostel, and we all know how that went.",sadness
3420,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽,sadness
3421,I need all your attention! If I don't I'll pout..,sadness
3422,It would appear it's a good year for the #blues,sadness
3423,"Well, I had hopes for today. No go. #unhappy",sadness
3424,Henny and pine apples 🤔,sadness
3425,I've been loving you too long #OtisRedding #blues,sadness
3426,Up on melancholy hill,sadness
3427,Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim,sadness
3428,"Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in",sadness
3429,"B day next week, catch the sauce and watch the heaviness!",sadness
3430,How long will they mourn me?,sadness
3431,"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",sadness
3432,Ibiza blues hitting me hard already wow,sadness
3433,Hey man are you asian?!' Nah man im hispan...'nah you just high as hell.' Some random crackhead in the wal-mart parking lot...cmon #sober,sadness
3434,Does she really need to pout all the time - getting on my nerves #GBBO,sadness
3435,Yet again another night I should've stayed in😊,sadness
3436,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness
3437,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness
3438,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",sadness
3439,That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire,sadness
3440,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness
3441,I honestly feel nothing towards either of my parents and it's pretty depressing,sadness
3442,"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",sadness
3443,"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness
3444,"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",sadness
3445,I am worried that she felt safe. #unhappy,sadness
3446,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness
3447,Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! ⚽,sadness
3448,Probs spent a grand total of five minutes sober since Sunday evening :) #freshers,sadness
3449,On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?,sadness
3450,This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),sadness
3451,"... Huh. Perhaps... Because we're both so dreary, we get along well?",sadness
3452,Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore,sadness
3453,I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,sadness
3454,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,sadness
3455,why the fuck does my mum want me to put corn in the curry?! #grim,sadness
3456,Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite,sadness
3457,Nutella is pine green forget me nots are ivory frozen is god,sadness
3458,I was not made for this world. #empath #unhappy,sadness
3459,"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",sadness
3460,Why does Candice constantly pout #GBBO 💄😒,sadness
3461,I'm buying art supplies and I'm debating how serious is it to buy acrylic paint.,sadness
3462,Depression sucks! #depression,sadness
3463,Feeling worthless as always #depression,sadness
3464,Feeling worthless as always ,sadness
3465,My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression,sadness
3466,Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,sadness
3467,So when I try I fail... and when I don't try... I still fail... #confused and #lost,sadness
3468,Extreme sadness,sadness
3469,my life in one word is depressing,sadness
3470,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,sadness
3471,Feel so grim + ugly atm,sadness
3472,Honestly depression is kicking my ass lately.. 😔,sadness
3473,At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice,sadness
3474,"After 3 idk why I start feeling so depress, sad and lonely.",sadness
3475,I sulk too much for my own good.,sadness
3476,A night where depression is winning... #depression #fml #help,sadness
3477,Going home is depressing,sadness
3478,We can't even grieve over one black body before another one pops up due to pig brutality,sadness
3479,It's a gloomy ass day,sadness
3480,My heads still in Ibiza but my body is sat at me desk at work #depressing,sadness
3481,Depression sucks! ,sadness
3482,This the most depressing shit ever,sadness
3483,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,sadness
3484,What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing,sadness
3485,When you have 15 doe run the opposite side of you 🙁 #depression,sadness
3486,The moment of the day when you have to start to plaster a smile in your face. #depression,sadness
3487,I hate when it's gloomy outside because it always gets me in a depressing mood,sadness
3488,People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day,sadness
3489,| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sadness
3490,I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression,sadness
3491,sorry Main twitter im in depress,sadness
3492,come to the funeral tomorrow at 12 to mourn the death of my gpa,sadness
3493,Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪,sadness
3494,depress 😭,sadness
3495,"Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem",sadness
3496,Summer officially ends today. #sadness,sadness
3497,Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,sadness
3498,"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",sadness
3499,"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.",sadness
3500,Im really constipated. This is depressing,sadness
3501,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT,sadness
3502,Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,sadness
3503,I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞,sadness
3504,Too many gloomy days,sadness
3505,The weather sure matches the mood in this state today.. #gloomy,sadness
3506,and again dirty and  self loathing attitude  mope talking,sadness
3507,Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness
3508,Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁,sadness
3509,My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe,sadness
3510,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired ,sadness
3511,We have left #Maine. #sadness,sadness
3512,"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness
3513,It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness
3514,The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness,sadness
3515,Never ever been this unhappy before in my life lmao,sadness
3516,Condolences to the  JC and the Georges family.. #sad,sadness
3517,No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,sadness
3518,Groom gloom.,sadness
3519,I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,sadness
3520,Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness
3521,If anybody needs me I'll be drowning my blues in a sea of whiskey 🍻,sadness
3522,in health we did a think about depression and now i feel like i have it,sadness
3523,So depressing that it's darker so much earlier now,sadness
3524,Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔,sadness
3525,It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh 😒,sadness
3526,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness
3527,Baaarissshhhhh + sad song =  prefect night — feeling alone,sadness
3528,im so gloomy today,sadness
3529,Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness
3530,Back in Cardiff after an amazing 10 days away 😭 #depressing,sadness
3531,so lost i'm faded,sadness
3532,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy  #thinktoomuch,sadness
3533,Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,sadness
3534,"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",sadness
3535,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad,sadness
3536,i is sad,sadness
3537,"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness
3538,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness
3539,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",sadness
3540,Don't wanna go to work but I want the money #sad,sadness
3541,Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML,sadness
3542,one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
3543,I have not nap for 3 days in a row I'm very unhappy rn,sadness
3544,"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",sadness
3545,Condolences to the  JC and the Georges family.. ,sadness
3546,Literally being here makes me depress tbh,sadness
3547,"This room is rather dreary, but we endure what we must.",sadness
3548,where broken hearted lovers do cry away their gloom,sadness
3549,I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,sadness
3550,#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,sadness
3551,Smokeys dad is sad :/,sadness
3552,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",sadness
3553,When will the weeks full of Mondays end?? #disheartened,sadness
3554,Can I just sulk in peace 😂,sadness
3555,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness
3556,MY CAR IS DENTED FROM THE HAIL sad,sadness
3557,From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,sadness
3558,I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy,sadness
3559,wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,sadness
3560,"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness
3561,And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness
3562,The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness
3563,When will the weeks full of Mondays end?? ,sadness
3564,With loyal heart is concerned. #somber,sadness
3565,"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",sadness
3566,I'm getting use to not having a phone it's sad ..,sadness
3567,"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit",sadness
3568,Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore,sadness
3569,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness
3570,Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness
3571,Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college,sadness
3572,"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",sadness
3573,Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness
3574,Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,sadness
3575,Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,sadness
3576,Can we go back 2 weeks and start again ?? This is seriously dreadful,sadness
3577,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness
3578,I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness
3579,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness
3580,It's way too hard not to get discouraged.,sadness
3581,as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness
3582,I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,sadness
3583,Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,sadness
3584,so gutted i dropped one of my earrings down the sink at school,sadness
3585,Having holiday blues! #WantToGoBackToMinehead.,sadness
3586,I'd rather die alone then end up with somebody who can't be sober,sadness
3587,I don't think it's fully sunk in that Val is gone yet,sadness
3588,Hate being sober so I popped two,sadness
3589,All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,sadness
3590,The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing 🙄🙄,sadness
3591,Liam is too distant makes me mourn 😪,sadness
3592,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness
3593,Life is too short so dont shoot it in with worries sadness and grief.,sadness
3594,Brb going to sulk in bed until Friday,sadness
3595,#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness
3596,My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #sad #tumblr,sadness
3597,"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",sadness
3598,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,sadness
3599,"There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...",sadness
3600,i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,sadness
3601,I wonder what would happen if I were a father. #weary,sadness
3602,I'll just have to #eat my way to #sobriety. This'll be a hell of a journey back to #sober,sadness
3603,When you have 15 doe run the opposite side of you 🙁 ,sadness
3604,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld,sadness
3605,"Way too cool to die young, way too young to die sober.. #tunechi",sadness
3606,I have no clue where my charger is... #lost,sadness
3607,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness
3608,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",sadness
3609,Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,sadness
3610,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness
3611,Awareness of time is awareness of time lost. #awareness #time #lost,sadness
3612,Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness
3613,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness
3614,Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness
3615,i miss the guy who always make me sulk,sadness
3616,Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness
3617,Cause fail or pass I refuse to be sober,sadness
3618,So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,sadness
3619,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness
3620,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness
3621,"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness
3622,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness
3623,The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
3624,"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",sadness
3625,Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,sadness
3626,"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness
3627,"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness
3628,First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness
3629,Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness
3630,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness
3631,And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,sadness
