,text,affect,Unnamed: 2,Unnamed: 3
7309, when someone is punching the printer in the computer lab because of a paper jam. ,anger,,
7310,"It takes 2 know what #happiness is, noise 2 appreciate silence, &amp; absence 2 value presence.~The Only Way Is Up #hope",sadness,,
7311,"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
7312,I ask Taylors brother if he can catch before I throw him his charger n then i throw it the complete wrong way  ,sadness,,
7313,Why is my Christmas spirit so delayed this year? ,sadness,,
7314,&lt;~~~~ If she worth some den she definitely worth some #effort,anger,,
7315,-my phone is about to die; my laptop is about to die; ,sadness,,
7316,Don't let the of your #Past or the #Fear of your Future . Ruin the #Happiness of your #Present. #Realshit,sadness,,
7317,Don't let the of your  or the of your Future . Ruin the #Happiness of your #Present. #Realshit,fear,,
7318,Do we really hafta wait another year for part 2? Woooow.. Bullshit  ,anger,,
7319,:O I have unauthorized access to my Ave Maria College emials #officallygone,sadness,,
7321,What happen to society? People do the worst things just to see someone fall in pieces or even die. How could you be so heartless ? ,sadness,,
7322,Qu: Is CIO fear of  real and justified or just an excuse? #sm,fear,,
7323,Everyone is saying how their full and ate too much. I HAVEN'T GOTTEN ANY FOOD YET!!!!!! ,sadness,,
7324,"Our deepest is not that we are inadequate, but that we are powerful beyond measure.",fear,,
7325,Wait...Once Upon a Time isn't on this week?  ,sadness,,
7326,my mom asked me if cole caught a deer this year... mom you kill deer...,sadness,,
7327,Way to blow a 3 goal lead Devils. ,disgust,,
7328," you got all them extra piercings, started acting dumber and pulled out that cigarette  ",disgust,,
7329,"Of course,the one weekend I have to spend writing an important paper,there's an ASU game and,more importantly,Harry Potter Weekend. ",sadness,,
7331,NCIS I love you... But do you have to cut to commercials every time something cool is about to happen? ,anger,,
7332,"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
7335,Recall on my Woodys drinks. Gotta give away my stash ,sadness,,
7337,"Feel like I've been smacked in the face by Enda et al. I could man up if this was it, my limit, the last push. But it's not.  ",anger,,
7338,I wish I could stay up for the  tweetathon but I have work in the morning :( ,sadness,,
7339,&quot;The awkward moment when you have a little crush on Mr. Biss&quot; #hes60......,disgust,,
7341,"Woke up craving warm, gooey chocolate chip cookies. Alas... there are none to be had.  ",sadness,,
7342,Mise à jour  2.3.5 sur mon Galaxy S2. ,fear,,
7343,I am filled with dread anytime they give background info on my Top Chef fantasy players.   ,fear,,
7344,people who dont even watch or like college basketball wishing for duke to lose... ,sadness,,
7345,I miss my college friends. ,sadness,,
7346,eu sou a melhor da melhor do mundo em dar tiradas em mim mesmo. kkk' ,fear,,
7347,"Lousy pay slip, shitty system at work christmas will be shit ",anger,,
7348,Maybe one day I'll be able to watch Breaking Dawn with my eyes open the whole time. ,disgust,,
7352,If I never had to see that couple of virgin diaries kiss again I would be the happiest person alive ,disgust,,
7353,Guys that are married &amp; still act like they single me,disgust,,
7354,when the person you like has there friend yell at you for them.  ,anger,,
7355,Very sad segment on homeless families on 60 Minutes tonight. #tears,sadness,,
7356, - The Path of Totality reminds me of Factory's Remanufacture. Moshpit worthy!,fear,,
7358,I wished you were with me last night.. That thunder storm was too loud and scary... ,fear,,
7359,Eww hair stuck on bathroom stall with split ends!!! ,disgust,,
7360,Ugh need to drop oomf she's simply a waste of space ,disgust,,
7362,I think it was a hard jobs for my favourite team(portugal) to through a group stages. ,sadness,,
7363," are having towards everyone reaching #success, I don't give a #damn with what you #haters say yet I'll send you all ma #love",anger,,
7364,"Shut the fuck up, go hang round with your 9 year old pals jsjsjsbnjdosbsis",anger,,
7366,I love finding a chewed $45.00 lipstick. Someone is in deep deep trouble ,anger,,
7369,False Evidence Appearing Real something I won't let conquer me,fear,,
7371,We receive from the Devil through we receive from God through #faith,fear,,
7372,Entering railway station toilets. The same sense of trepidation you feel taking your seat in the home end for an away fixture. ,fear,,
7374,So my room ranks. &amp; I think it's my roommate's food under her bed. ,disgust,,
7375,Damn my dad wants to talk about the tattoos I have that he just found out about  &amp; ,fear,,
7379,"and know i pop bottles cause i bottle my emotions, at least i put it all in the open.   ",fear,,
7380,Um did I miss the eclipse? What the hey :( ,sadness,,
7382,He will take you if you run.. he will chase you.. cause he is the Lord. #greaterPOWER,fear,,
7384,"What are you afraid of?   I'm developing a list. Please contribute! Also, would you RT, s'il vous plait?",fear,,
7385,Nail polishes hate me tonight ,sadness,,
7386,Almosy made the deans list I just missed it by 5 points ,sadness,,
7387,Just read some text messages from that day! ,sadness,,
7388,Thought today was saturday for some reason. Nope. Its exam day.  #tears,fear,,
7389,Missed Chuck tonight... I feel like I might cry. The final season of the greatest show in the world. ,sadness,,
7390,made myself listen to the radio on my way home. GARBAGE on every station...,sadness,,
7391,Hard as hell to have when you are tapped into True Knowledge of Self &amp; are driven by the God within you.,fear,,
7392,Going To Depressingly Eat a Banana Because I Have Nothing To Do this Friday Night :(  #FML,sadness,,
7393,I keep asking myself why I left school early.. ,sadness,,
7394,just watched a lady throw her crackberry on the ground of a parking lot out of frustration... wait until she has to turn it back on...,anger,,
7395,Disparity drives people to settle in  and  NEVER settle for the FIRST thing out of the you may end up with NOTHING.,fear,,
7396,No one jumped on my UH bet the other day tho. And I know I got tons of UH followers.   ,fear,,
7397,"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
7398,Just got back from my last history class until next semestre. ,sadness,,
7399,My dad took my phone. FOR. NO. REASON. ,anger,,
7400,"We offer more than  recovery programs - Ind. &amp; cpl cnslling, mgmnt, #fathering, and #emotional intelligence",anger,,
7401,I hate having good dreams and then waking up knowing that it's never going to happen! #ohwell,sadness,,
7402,School ended today and I'm leaving some wonderful friends tomorrow! . Headed to Istanbul at high noon.,sadness,,
7404,"There's enough  in the world, don't bring it to twitter",anger,,
7405,I can't believe my memory chose Today to remind me of you. #hate,anger,,
7406,"Not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
7407,What a great day to be alive!  Heading to Indy for the Big 10 FB champioship....the Spartans!,fear,,
7408,"&quot;If you are patient in one moment of anger, you will escape a hundred days of sorrow.&quot;  ",anger,,
7409,Wow. I'm so cranky is just yelled at a Xmas radio station #annoyed,anger,,
7411,"The base is overcrowded. Classes are shutting down but more people keep coming in. This is crazy, stop sending people here dammit!!! ",anger,,
7412,"It is necessary for me to watch Elf, right now. too bad it got deleted off DVR. ",sadness,,
7413,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,fear,,
7415,How big the wave or a ripple depends on the size of substance u throw into a still pond ,anger,,
7416,I can honestly say that I only hate one person. I don't like some people but there is only one person that I truly despise and hate. ,anger,,
7417,A runner doesn't mind being told to sit out a week but their biggest fear is being told they won't run again.   ,fear,,
7418,"&quot;If you are patient in one moment of anger, you will escape a hundred days of sorrow.&quot;  ",anger,,
7419,why the avxbakhsgs WHY THE WINNERS SINGLE no one should touch damien rice's music omg ,anger,,
7420,Omg Star Parivar Awards take to a whole new level...Comedy Circus Zindabad!,sadness,,
7421,You can't  and at the same time. Choose love. ~JG,fear,,
7422,Où j'apprends l'existence d'un groupe qui s'appelle Pitbulls... parce que j'ai reçu une photo de ma fille avec eux ^^ ,fear,,
7423,Would be tweetn mah ass off but phone about to die {-_-} ... No where near a out-let ,sadness,,
7424,1st biggest is getting stolen. 2nd would be becoming obese. 3rd would be have an evil spirit messing with my life. #Ahhhhh!,fear,,
7425,La requérante ( fort accent africain) :&quot;non mais moi je l'ai suwpwis au lit avec une autwe femme et moi je suis un homme comme vous&quot; ,fear,,
7428,Bed time... Oh wait. I have a phone call... ,sadness,,
7429," Fortunately, twitter and FB exist... It's the best useful to get news from people who may have lost your phone number... ",sadness,,
7430,My plan to rest got shot thanks to these teenage boys making all this noise ,anger,,
7431,Just saw a man in scrubs and no shoes in the rain walking past the crazy hospital... ,sadness,,
7432,My birthday is next Sunday. I'm only turning 20 so I still have to drink illegally. ,sadness,,
7433,not got an advent calender for tomorrow :(,sadness,,
7436,The mafia of the mind; One Big Bad Bully....  ,fear,,
7437,Did you know there's a remake of The Wicker Man?! Is nothing sacred? ,disgust,,
7438,Gym was a bad idea. Just spewed. Away to the beach. Maybe salt water will help with the HastaLaVista.,fear,,
7439,I think I'm becoming lactose intolerant. Tummy been grumbling since pizza hut last night ,sadness,,
7440,Whatever you fear most has no power.. it is your fear that has the power.& Winfrey&  ,fear,,
7444,My bbm is such a tool. Holy cow. I can't anymore. ,anger,,
7445,"I'm so glad I wore fuzzy socks with my uggs today, wish I had sweats on today though. #screwjeans",sadness,,
7446,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,fear,,
7447,"Ell, gotta set rules for my bed I guess... ",anger,,
7448,School food is a letdown. ,disgust,,
7449,I saw Team Rafia's GISHWHES notification from The Island and a part of me died.   ,sadness,,
7450,people with trashy tattoos me seriously that has no meaning?,disgust,,
7452,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,fear,,
7453,Worst part of setting up a desktop in a house you don't know is THAT THE PEOPLE DON'T SAY IF THEY HAVE A MODEM OR NOT!! FAIL!!!! ,anger,,
7454, all Men.  the Brotherhood. God. #Honor the King ... Mannn this Word Gets Me Goin.. :),fear,,
7455,I don't know why I always have to bring up thoughts that make my heart hurt. ,sadness,,
7456,In 12 hours ill be watching the season finale of  ,sadness,,
7457,CUNT SAKE! I'VE RESTORED MY IPHONE FOR NO REASON! ,anger,,
7458,Chinese restaurant close so pizza it is then ,sadness,,
7459,"  in , i hate exams, i don't want 2 leave #cyclesradio #fuck my college",anger,,
7461,I don't think there's anything worse than being sick on thanksgiving. ,sadness,,
7462,university of Arkansas tight end Garret Uekman died today at the age of 19. my prayers and condolences to them.  ,sadness,,
7463,English teacher just added another project on top of our final. 1 week of school left.  ,anger,,
7464,Don't waste your day being busy...Make sure you're productive by doing the things you don't want to do first.  ,fear,,
7465,I'm probably the only girl who doesn't own a pillow pet :( ,sadness,,
7467,Be  Swami Vivekananda. is the greatest #sin.#retaliate against attack on our #freedom by #idiotkapilsibal by trending it,fear,,
7468,Stubbing one's toe produces a disproportionate amount of pain relative to the size of the body part being injured...#SMASH,anger,,
7469,"broke bitches so  me. gave that bitch a ride, got the continental dusty. trust me, i keep a couple 100s in the duffffy.",disgust,,
7470,Go take your band of trashy cronies and have sex in some rank cave somewhere out of my sight.  ,disgust,,
7471,Losing a match at the last second after you scored the 4-4 two minutes before #calcetto,sadness,,
7472,of losing the people I love,fear,,
7473,"Love how Trapattoni only wants to avoid his native Italy, yet Fabio wants to duck Spain, Netherlands, Portugal &amp; France. #Euro2012",fear,,
7474,Tried drinking orange juice with a straw. Got clogged with pulp. .,sadness,,
7475,Last day as an official  student #keeplearning,sadness,,
7476,My boyfriend is gonna kill me with his awesome driving ,fear,,
7477,"A côté de chez moi il y a une offre pour des &quot;cours de français pour femme&quot;… Soit elles ne parlent pas la même langue, soit… ",fear,,
7478,Factor Music! You boys is known for falling off but IT WONT BE MEEEE!,fear,,
7481,When knocks on d #door send #faith 2 open &amp; U will discover no one is there.,fear,,
7482,Strange how when u begin to get what you've always wanted you're scared as hades to completely &amp; totally accept it.  ,fear,,
7484,"oh shit, i may have accidentally just given terrorists an idea. now al qaeda will probably ONLY eat pork on thanksgivings. ",fear,,
7485,Pour info BAT FOR LASHES à déclare récemment n'être seulement qu'au premier stade d'écriture du nouvel album. ,sadness,,
7486,I HATE WHEN MY PHONE DOESN'T CHARGE. AGH. ,anger,,
7488,I don't know what's more sad - that I asked my brother to drive me somewhere or that I'm 3 years older and don't even have a G1 ,sadness,,
7490,Ugh. Can't believe it's bac to school work ,sadness,,
7492,Ei tu...leggimi da qui se vuoi. Su fb ti ho oscurato. Non mi va che pensino che io sia ,sadness,,
7493,im still majorly depressed that i have lost my maths book..i sound like a right boff but i cant find it any where ,sadness,,
7494,skip denial. skip bargaining. #depression stage :(,anger,,
7495,"My Mum is so stingy that she put water in my Bacardi and coke, Just to save Barcadi. ",anger,,
7496,"Had a great time walking with the kids in the light parade, but I think the cold, wet route made me sick. ",sadness,,
7497,#ENVY #SORROW #JEALOUSY ✨ #REGRET  all no reason to take a life #STOPtheVIOLENCE  or die trying ...,anger,,
7498,The movie click is old but one of my favs the ending when he dies makes me tear up ,sadness,,
7499,Twerk Team? Oh ok..another strip club anthem for the youth! ,sadness,,
7501,"makes you a different person, don't let it overcome you.",fear,,
7504,That person in class who keeps clicking their pen #shutthefuckup,anger,,
7507,"Yeah, just bout evry crew im in, someone ALWAYS fall in love wit us RT..  #NewEnding #AE #TruArtEnt",fear,,
7509,"You can't have your dream, if you are afraid of your dream. What ever you fear - you will meet. The answer = Courage + Self-Awareness ",fear,,
7510,hahaha just broke 4 picks from playing so hard school concertt.,anger,,
7511,the worst part waiting for winter break is im already in it but can't leave school till Tuesday. &amp; I have nothing to do till then. ,anger,,
7512,Who decided to shut down the National Center for Education Statistics for maintenance TODAY when I'm writing my tuition story!!! ,anger,,
7515,Kitty slept in her crate last night... I didn't like it. ,sadness,,
7516,"Courage is not absence of fear; it is control of fear, mastery of fear. - Mark Twain # courage ",fear,,
7517,Omg work is gonna kick my ass 2day 3-11 smh.... ,sadness,,
7518,I have played ppl way bigger than me all year and I go straight at they head as if they were small I none,fear,,
7519,"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
7520, at  Feel the confinement of not being able to walk the streets out of fear of being arrested. ,fear,,
7521,"in my heart. Yeah I do worry too much. Tomorrow I really scared sia, lol. Should I just spray black first?!",fear,,
7523,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear,,
7524,"I love it when your rushing to come home thinking that your mom is going to be mad, but she ends up not  ",anger,,
7525,Starving and no one is cooking. ?? I'm so confused . ,sadness,,
7526,Saying a speech in and you will make the best speech you regret,anger,,
7527,When your so called 'friend' becomes a stranger as soon as she's got a boyfriend! Hahahaha you'll soon realise how silly you've been ,anger,,
7528,Papa JOHNS &gt;&gt;&gt;&gt; Pizza HUT &gt;&gt;&gt;&gt; Dominos &lt;&lt;&lt;&lt;&lt;&lt; ,disgust,,
7531,We gather strength from and from pain Each time we die we learn to live again.,sadness,,
7533,..army mania haircut και μια μέρα ακόμη σαν πολίτης ,sadness,,
7535,"Ukw, I think I'm scared. is a beast! Cripples u in the worst type way.",fear,,
7537,If I were to die right now I would end up in...  God please help me.,anger,,
7538,Don't people realize how awful the music on the radio is? Go explore &amp; discover. Don't like it just because your radio tells you to. ,anger,,
7540,my heart is racing and I'm shaking ,anger,,
7541,teachers love to pile on the homework right before Christmas break dont they ,anger,,
7542,I no longer make eye contact with strangers in public for the fear that any one of them could be a Spr*nt customer.  ,fear,,
7543,"And one violent emotional breakdown later, looks like it's back to the studying. I feel like such an angsty teenager.  #ANGST",sadness,,
7544,"My boyfriend left me for Germany today, I won't see him for 2 months  ",sadness,,
7546,"And the moral of the story is, never trust a minivan's reliability on Black Friday. Or any day,  #cartrouble",sadness,,
7547,Forever seeing sappy love quotes on every social networking site i go on.  ,disgust,,
7548,Why am I sitting in the lincoln tunnel after midnite? There should be no traffic right now. ,anger,,
7550,The steelers are such a dirty team  and their QB is a rapist ,disgust,,
7551,Scared of heights... I don't think i can out the Christmas lights up ,fear,,
7552,"Ok donc à qq minutes près, j'étais sur les lieux d'un braquage en live. ",fear,,
7553,love being the only college student home in Greenwood  ,sadness,,
7555,Sudden realisation that I leave school in 5 months. What happened to time? ,sadness,,
7556,I wish this four day weekend lasted forever. Back to work in about 17 hours. ,sadness,,
7557,Doc is determined to win this year knowing this most likely will be it for big 3 era #geterrdoneeee,sadness,,
7558,Hear Shit Disturbing cat making noise downstairs. Fear the worse. #cats #kitten #shitdisturber,fear,,
7559,On se croit dans Silent Hill quand l'alarme marche le premier mercredi du mois. #villeabandonnée #monstres,fear,,
7560,The scariest moment is always just before you start.— Stephen King&   #design #inspiration,fear,,
7561,Deliquentes no rio...q-tip em sampa...e eu sem grana em bh.....feelings.....,sadness,,
7562,"Unasked-for update: I have ordered new glasses... and they will be ready in 1-2 weeks. Until then, just call me Blind-y. ",sadness,,
7563,Try to enjoy your fuckin birthday dude ;) ,anger,,
7564,I'm sad now I wanted to see Justin on stage so bad :( ,sadness,,
7565,"I loved my hair today, till I messed it up a few minutes ago ._. ",sadness,,
7566,"I was hoping for a Thanksgiving miracle of no Gary &amp; Verne. Alas, my dreams are crushed. ",sadness,,
7567,I promise I just got a text saying when u gone let me get u pregnant... The fuck wrong wit ppl? ,disgust,,
7568,Rihanna sampling Chase &amp; Status' Saxon on her album. ,anger,,
7569,That sad moment when i don't know that she lied to me. :( ,sadness,,
7570,finally found hummus here.. and it tastes like shit. ,sadness,,
7571,The first night in a long time that I won't get snuggled.  ,sadness,,
7572,After Adam &amp; Eve sinned against God immediately filled their hearts. Afraid that God would see their shame they hide. #NoRoomForFear,fear,,
7573,So angry about the gambling bill being passed in Massachusetts. This state is becoming so trashy.  ,anger,,
7574,"Bye, SC :/ back to the cold, lonely mountains I go! ",sadness,,
7575,People. Gotta learn to keep there mouths shut ,anger,,
7576,"Just had a &quot;hi, hi, how r u, gu thnks, u? Yh, gud thx :)&quot; conversation. Now I want to kill the person who started it ",anger,,
7577,It's only fitting that the Class of 2011 possibly goes out like this. Full of promise and doesn't live up to anything ,sadness,,
7578,Oh my god stop talking I'm already late here comes the panic attack.   ,anger,,
7581,Considering trying to give away Boston Joe tickets... Any interest? Waaaa! #sharethewealth,sadness,,
7582,"I'm sure the Olympics are going to be great but London, is it really necessary to undertake any more rail engineering works?  ",anger,,
7583,You follow me i follow u i dnt play that u follow me i wait till u tell me to followback naw ! im unfollow me i unfollow u,fear,,
7586,Is full of #happiness #love #nervous .. Just can't wait to make this happen &lt;3 XO,fear,,
7587,I swear almost all of my guy friends are bad things!!! ,sadness,,
7589,I hate higher maths ,anger,,
7593,I'm so afraid I'm going to fall on my face in the commons one day. ,fear,,
7594,May God Arise and Let all His Enemies be scattered !   #evolution #abiogenesis #big_bang theory #satan #demons etc,fear,,
7595,hey ..& always remember his promise to give me something which i wanted in ninth grade ..& ,sadness,,
7596,I hope this isn't one of those forever things #drake,fear,,
7597,Pret a manger and the off license opposite take so much of my money ,sadness,,
7599,the awkward moment when an 'ex' calls u 'sis' WTF? Don't even go there fool! ,disgust,,
7600,"☁☾ &quot;FEAR Can Keep Us Up All Night Long, but... F A I T H Makes One Fine Pillow&quot; ~unk  ",fear,,
7601,Woo  when you get the malteaser out the box :) but when you realise you have none left :/,sadness,,
7603,Theres things that we all arent proud of but we live through and get past them...only to obviously have thrown in our face later ,sadness,,
7604,"more often then not,  mehh... they really think there cute tho #FOH good luck with the next girl coz #imnottheone!!!",disgust,,
7605,8 people ask for my number. 1 person texts me for 3 minutes. #foreveralone #shouldnthavesoldstufftogetitturnedbackon,sadness,,
7606,Finished the 1st stanza of my 1st guitar song. Getting my and #classcounciness out there. Probably still going to be shit mind...,anger,,
7607,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,fear,,
7608,It honestly doesnt even feel like thanksgiving . Losing intrest in the holidays . ,sadness,,
7609,Mei Li Ang: tips for a great  sharp  create your  leave the to fail &amp; doubt and be nice to all. #TEDxAmsWomen,fear,,
7610,"656 I fucking hate you, why why why would you leave early from the start of the route?!?! ",anger,,
7612,It's been 2 years since my dad died :/ love you dad. :/,sadness,,
7613,Do not teach  to #God.Teach them to #Love God &amp; that he will protect them from evil &amp; Love them at all times! #Religion,fear,,
7614,Studying!!!!!! tomorrow i have my up placement test... ,fear,,
7615,I need weed to sleep. Or else I won't dream of sugar plums   #NeedWeed,anger,,
7616,is momentary madness. -Horace,anger,,
7617,"my kleenex are ready. gotta go to bed with my laptop to do some good and well deserved creys. bye, y'all. ",sadness,,
7618,"not afraid of tomorrow, for I have seen yesterday and I love today less.....",fear,,
7619,So.sick. Loosing les voice. ,sadness,,
7620,"Courage is resistance to fear, mastery of fear - not absence of fear........................... Mark Twain   #courage",fear,,
7621,Wishing I could reach out to check on the small boy!! ,sadness,,
7624," is right,  act is unpatriotic.  Civil liberties in exchange for war on terrorism.  Latest  debate is more of same ",fear,,
7625,What's happening in my life today ?  and #other thing wrong - it's not a life ! But I can count on Jesus ! Save me,fear,,
7626,Where's that flawless Serena tweet about &quot;Seriously hope our paths never cross again&quot;? MY LIFE RIGHT NOW. ,disgust,,
7627,"Gonna Sleep This Off , Good'Night My #Tweeters x♥x",anger,,
7628,Faced a major today. My first time on the bike to office. #whew,fear,,
7629,'parlare chiaro' è la new mission impossible ,sadness,,
7630,I sleep to try and ignore the   and botyled up inside me,anger,,
7631,Made it to Maryland! But wake and bake plans fell through ,sadness,,
7632,I cant find my remote and i dont wanna watch this channel :( ,sadness,,
7633,I often wonder about married people codescending to me by extolling virtues of being single while being within their comfy marriages. ,anger,,
7635,Bus is late! You'd think that if a bus runs once an hour then they could at least make it on fucking time!! ,anger,,
7637,results from seeing ourselves walk into a situation w/o the LORD. FAITH is realizing that HE gets there b4 we do.,fear,,
7638,Wondering how many Westboro nutjobs will make it to SU game? #studentsagainsthate,sadness,,
7641,Washing machine: 1 Favorite jeans: 0 #revengewillbemine,anger,,
7642,Tailgating is the bane of my existence while driving on route one.  ,anger,,
7644,&quot;2uomini su 10ritengono completa la propria giornata solo se si sono masturbati&quot;. -.-&quot; Glamour ma che sondaggi fai?! ,sadness,,
7647,Okay... Last latE nyT!! Hmph! Damn u ThiShY!! LifE nOw staRtZ.. YikeS.. ,sadness,,
7648,"My alarm click just said, &quot;alarm will sound in 1 1/2 hours&quot;  #bedtime #schoolprojects #allnighter?",disgust,,
7649,"i hate seeing people cry, makes me wanna cry ",sadness,,
7651, why do I always run into the same gross student? ,disgust,,
7652,I hate goodbyes ... I hope I don't get one soon !!! ,fear,,
7654,Worst emotion 2 act on...,anger,,
7655,will make you do things you'll regret!,anger,,
7656,A woman worth your its worth your #effort,anger,,
7657,I hate those snotty T shirts that parents buy for their little kids. ,disgust,,
7658,Just woke up to 8 emails and not one of them was from my professor giving me feedback... ,anger,,
7659,My roommates are making me feel bad for not participating in their Secret Santa :(  ,sadness,,
7663,I haven't been able to eat a slushie since you've left ,sadness,,
7664,In the mood to play and #fear2? Anyone recommend it?,fear,,
7665,Breaks pretty much over already. Just a normal weekend ,sadness,,
7666,"I get all excited by these food advertisements, then I remember I'm giving up meat ",sadness,,
7667,"So today's chances of early dismissal were looking great this morning, but they are not anymore. #slowday #blehh #ihatemondays",sadness,,
7668,Love turn into  n hate turn into ,fear,,
7670,Im so bored in this class that im actually counting the dandruff on this boys head im getting him shampoo for christmas lol,disgust,,
7672,I'm the type of guy that when I fall for a chick I fall hard and that why I have a of falling,fear,,
7676,I have management issues....still...after taking dem sucky ass classes 3 times already smgdh,anger,,
7677,I hate it when people are  and then after their real comes out like are you kidding me?,anger,,
7678,just look for the girl with the broken smile #hurting,sadness,,
7679,I just want to stay in bed all day #tolazytomove,sadness,,
7680,On my new laptop! But my parents are taking it away until Christmas in a few ): -Summer,sadness,,
7681,"She Women share on of selling. We undersell our worth &amp; value. Leads to missed opportunities, limits sales &amp; forms a neg cycle.",fear,,
7682,"Eric Besson annonce des pertes &quot;importantes&quot; pour Areva. C'est pas du plutonium, qu'ils ont perdu, au moins ? #mutants",fear,,
7683,came home today and was sad to see that you really werent here! :/ ,sadness,,
7685,Isa pa naman c MARK sa pinaka magaling sa  sayang naman ang gwapo pa naman ni Mark ,sadness,,
7686,Praying for a family that is very near and dear to my heart! Their little baby was just born 3 months premature. ,sadness,,
7687,I kind of just have the need to bash my fucking head against a table right now. ,anger,,
7688,Would like to do something good on a Friday night #someonegivemeattention,sadness,,
7689,someone just bought 27.5 million dollars worth of 20+ yr. US treasuries  at $121.81 mega spike ! they trust U.S. Treas ?,fear,,
7690,haven't been so discouraged and broken in awhile ,sadness,,
7693,Everytime I think of you... I get a burning feeling inside . i think that might be . so I'm lettin it go along w. u,anger,,
7695,You must be willing to put yourself out there... Your is simply fake evidence appearing real... #TrustYourself #JustMyThoughts,fear,,
7696,can change the flow of water..if u onceagain thrw bricks of anger it will bcum a dead end wall n not a dam likealways,anger,,
7697,Dad said I can't go to the gym because I'm sick ,sadness,,
7698,the depressing moment when you lost a follower.....,sadness,,
7700,"Suh: So scary the referee won't call a penalty on him, even when it's blatantly obvious ",fear,,
7701,"ive just been sat listening to  sheeran for the past hour, its bordering on ",sadness,,
7702,"sorry if i ruined your meal plans, though a nice ham would taste great tomorrow &amp; eliminate your family's that you might be al qaeda.",fear,,
7703,"some dick just called this obviously homosexual guy a fag, and i wanted to stuff a hammer in his face ",disgust,,
7704,At home sick and today they decide to test the fire alarms in my apartment ,anger,,
7705,Why do I get the feeling that someone is doing something to screw this up again once I get another chance..... #onemorereasontohateu,anger,,
7706,"... but it does have an eerie feeling to it and for those looking to buy a game that makes you hesitate around corners, I'd recommend",fear,,
7708,Seriously CNN? You just gave David Addington a platform to question Pres. candidates as if he's some moral authority?  ,disgust,,
7710,Remind me again why I am a giants fan  but other guys need to step up ,anger,,
7711, talk you up and down the wall about screwing and then freeze up when the moment comes. ,anger,,
7712,I'm scared I'll waste my life being Joe Shmoe with no dough ,fear,,
7713,This is the second day in a row I've felt like this. Damn you hangovers!!   #Urges,fear,,
7718,"The moment when, you realize she stopped loving you.. ",sadness,,
7719,Don't be afraid to fall but to stay there,fear,,
7721,Hmmmm really wanted to see the basketball games today but don't have a way to DSU ,sadness,,
7722,My racing thoughts are keeping me awake. =[ ,sadness,,
7723,Me- &quot;If I was a puppet I'd be a marionette.&quot; Him- &quot;I could make you a hand puppet.&quot; Statements like this make me wish I were gay. ,disgust,,
7725,"Wait, it's only 11:30?! Wow, I have been ultra productive today.  =  = #productivity",anger,,
7728,I honestly spent wayyy too much money. Im such an impulse buyer....,sadness,,
7730,When life gives you  crush them with a mallet to get rid of that ,anger,,
7731,Monday morning fear after a messy weekend ,fear,,
7732,Today I wrote a &quot;to-do&quot; list .....and the ooonly thing that gone done...was the actual writing of the to do list!  ,sadness,,
7733,"Why are so many people afraid of so many things, but are rarely afraid of mediocrity? ",fear,,
7734,Personal Finance makes me want to kill every adorable thing that has ever lived ,anger,,
7735,"lol can people people stop with the Arashi's FNS mic situation, ok we get the point. anyways, I still can't find TMR's perfs ",sadness,,
7736,This girl next to me smell like a sour cucumber. ,disgust,,
7737,If you walk by faith... You will not live in ,fear,,
7738,-'For of taking care of my life and will solve your life that is full of problems. ,anger,,
7740,Je viens de renouveller des domaines jusqu'après la fin du monde. Ils entreront dans la postérité dans le nouveau monde. ,fear,,
7742,Some keynote speakers did not show up. ilness cold feet.  #8dec,fear,,
7743,I gag in myself wenever i hear my parents say &quot;sexci&quot; =/ ,disgust,,
7744,Le moment ou toutes les lumières du train s'éteignent et tu sais pas pourquoi. ,fear,,
7745,I have consumed what I usually consume in a year in an hour... Too much lamb ,fear,,
7746,United States Post Offices: the harsher side of    #inefficient,anger,,
7747,"Spent entire 3 hour class watching skate vids, then forget its raining outside. #EastCoastProblems",sadness,,
7748,What the hack am i doing with my life? NOTHING because this dicksick ank come to fix my water yet. ,anger,,
7749,"Yeah, nice punt. ",sadness,,
7750,bah I didn't know that someone has to be logged into the server within 9 chunks of crops in order for them to grow. ,sadness,,
7751,Not playing Skyward Sword today. ,sadness,,
7753,Vous pensez vraiment que le PP et Rajoy peuvent remettre en cause le droit à l'avortement et le mariage (et l'adoption) gay ? ,fear,,
7754,Just finished an awesome leadership call with the team!  Told an awesome story about my son.  Hope it help everyone on the call. ,fear,,
7755,Fear cannot be without hope nor hope without fear. -- Baruch Spinoza   #courage #strength,fear,,
7757,and loathing in las Vegas miss elleray u need to b with me right now it's just not the same gonzo :) zx,fear,,
7759,&quot;Angry words do not make peace but open hearts and open minds do.&quot; - Frank Parker.  #peace #openhearts #openminds #frankparker,anger,,
7760,I don't know but i feel depressed. ,sadness,,
