,text,affect,sentiment
1473,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",sadness,negative
1474,"And I do, I have to make",sadness,negative
1475,You have no idea what a nightmare this has been. This is so hard.,sadness,negative
1476,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",anger,negative
1477,Storming out!,anger,negative
1478,"Yeah, well that's how mad I am!!",anger,negative
1479,"But I got to act with a robot Pheebs, and-and I don't know anything about technology!",fear,negative
1480,I can't even use Chandler's computer except to find porn!,anger,negative
1481,And-and that's only cause it's right there when you turn it on!,anger,negative
1482,I think our lover's spat will start a little early this month.,anger,negative
1483,"Well, since the fire was kinda my fault I guess  you should get to stay here.",sadness,negative
1484,"Oh, you have been through so much.",sadness,negative
1485,I have.,sadness,negative
1486,"Oh, poor little Tooty is scared to death. We should find his owner.",sadness,negative
1487,Why don't we just put 'poor little Tooty' out in the hall?,disgust,negative
1488,During a blackout? He'd get trampled!,sadness,negative
1489,"Ben, I want you to know that there may be some times when I may not be around, like this.",sadness,negative
1490,I said I'll do it!,anger,negative
1491,"Nobody wants to do it? All right, I'll do it myself.",disgust,negative
1492,Monica! I'm not gonna screw it up!,anger,negative
1493,"You're right, I'm sorry.",sadness,negative
1494,"I've no idea, could be. Listen, I'm sorry I had to work tonight.",sadness,negative
1495,"I've been a nice guy up until now, but uh, I don't need this grief.",anger,negative
1496,I'm gonna call the landlord and tell him that Monica is illegally subletting here grandmother's apartment.,anger,negative
1497,Your friends are outta here pal.,anger,negative
1498,Why don't you tell me something I don't know!,anger,negative
1499,Oh does it matter?! All that matters is that you look so handsome.,sadness,negative
1500,Oh damnit!,disgust,negative
1501,No! Don't say that! Don't say that!,fear,negative
1502,No don't! Go back to repeating!,fear,negative
1503,Oh crap!,anger,negative
1504,She just called and said that she was gonna be working late!,anger,negative
1505,She keeps lying to me!,anger,negative
1506,That's it!,anger,negative
1507,I'm just gonna go over there and confront them right now!,anger,negative
1508,"Y'know, hey! You're the one who ended it, remember?",anger,negative
1509,You still love me?,anger,negative
1510,Noo.,disgust,negative
1511,"Noo! Maybe! I, I don't know.",sadness,negative
1512,"I just, I feel, I-I just...",sadness,negative
1513,I won! That was my quarter!,anger,negative
1514,Fine! Here! Take a hike toots!,anger,negative
1515,"Excuse me, sir! This lady played my quarter, this is my money.",anger,negative
1516,Sells drugs to kids.,disgust,negative
1517,She sells drugs to kids.,disgust,negative
1518,It was my quarter!,anger,negative
1519,"Okay lady, you're out of here.",disgust,negative
1520,"No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!",anger,negative
1521,I'm just taking you outside!,anger,negative
1522,No!,anger,negative
1523,"Ross, come on!",anger,negative
1524,No!,anger,negative
1525,"Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.",sadness,negative
1526,Oh b-b-but it is!,anger,negative
1527,"Oh Ross, come on! This is not, this is not a marriage!! This is the world's worst hangover! Ross, listen, if",anger,negative
1528,"All right. All right, I'll do it.",sadness,negative
1529,So I really never get to win anymore?,sadness,negative
1530,"No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down.",anger,negative
1531,Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!,anger,negative
1532,"Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.",anger,negative
1533,"I'm sorry, I'm sorry, you're right.  Come on, do it, do it, go, come on!!!",anger,negative
1534,Oh whoa-whoa-whoa!,anger,negative
1535,No drinks near the bucket!,anger,negative
1536,Set it down over there and then you can make a contribution!,anger,negative
1537,And you can leave the hurt bunny look over there too!,anger,negative
1538,I thought I told you to get outta here!,anger,negative
1539,But the audition's in a couple hours and I don't even understand the game.,fear,negative
1540,No!,disgust,negative
1541,No! No!! No! Can I speak to someone in charge please?!,anger,negative
1542,"Hi, I was wondering if it is possible to increase security in the Paleontology section?",anger,negative
1543,"See I-I wrote a book up there and instead of reading it people are-are-are well, rolling around in front of it.",anger,negative
1544,"I, I can't help you.",sadness,negative
1545,"Well, fine.",anger,negative
1546,Fine!,anger,negative
1547,"If-if I'm the only person with any appreciation of the sanctity of the written word, I'll go up there and defend it myself!",anger,negative
1548,And don't you follow me!,anger,negative
1549,"Come on Phoebe, look at that!",anger,negative
1550,"That is a, that is a second date, that's what that is!",sadness,negative
1551,"Ohh!  Phoebe, this is all your fault! Now he loves her, he's gonna marry her, and this is all your fault.",anger,negative
1552,"Joey, please!",fear,negative
1553,Ahhh..,anger,negative
1554,"No, the quiet down thing!",anger,negative
1555,"Um-hmm! Look, I-I-I don't know how much more of this I can take! Did you know he taped over my",anger,negative
1556,No-no-no-no!,fear,negative
1557,"Look Chandler, it was instinct! Okay? I just went for it!",anger,negative
1558,"So you didn't uh, choose Ross before me.",sadness,negative
1559,No! I would never do that! You-you're like my brother!,sadness,negative
1560,"No, eh, oh-oi, easy, it's not a hot dog!",anger,negative
1561,"Well, she walked in when I was looking at the ring brochures. You can understand that, right?  Guys? Guys?",fear,negative
1562,"Ah yeah, sorry about that.",sadness,negative
1563,YeahNo!!,disgust,negative
1564,"No, you messed it up. You're stupid.",anger,negative
1565,I just walked in the bathroom and saw Kathy naked! It was like torture!,anger,negative
1566,It just keeps getting worse and worse!,anger,negative
1567,I didn't get the annulment.,sadness,negative
1568,"Exactly. So you didn't, didn't mention anything to Issac right?",fear,negative
1569,"No, we're not!!",anger,negative
1570,"That's, that's, that's a big candy bar. (She's holding one of those huge",sadness,negative
1571,"I-I, I have to tell you something.",fear,negative
1572,"Umm, I've been thinking, I'm just gonna come out and say it.",fear,negative
1573,Okay?,fear,negative
1574,Ooh!,anger,negative
1575,"Hey Ross! So, I was checking out the uh, real estate section",sadness,negative
1576,I can't believe mom and dad are selling the house!,anger,negative
1577,Huh?,anger,negative
1578,"Well, she'll understand right? It's not like I did it on purpose.",sadness,negative
1579,"Look, all my stuff is safe and dry and all hers is-is, is growing new stuff!",anger,negative
1580,"See, this is exactly the kind of thing that makes her think you guys love me more than you love her.",anger,negative
1581,"Well, can you blame her?",sadness,negative
1582,"Dad, dad I don't want to hear about it.",sadness,negative
1583,Count in our heads as-as good,anger,negative
1584,"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",fear,negative
1585,...Oh God.,fear,negative
1586,"I- just- I thought- Good, Shelley.",anger,negative
1587,I'm just gonna go flush myself down the toilet now...,disgust,negative
1588,"Okay, goodbye...",disgust,negative
1589,"Well, it's official there are no good movies.",sadness,negative
1590,My agent would like to know why I didn't show up at the audition I didn't know I had today.,anger,negative
1591,How could you not give me the message?,anger,negative
1592,"Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.",anger,negative
1593,"Yes, it was! It was him! Uh huh!  Okay, it was me!",anger,negative
1594,There's this kid in my class who said he's in love with me.,sadness,negative
1595,"I mean, last year Elizabeth now-now this kid.",anger,negative
1596,Am I giving out some kind ofsexy professor vibe?,anger,negative
1597,It-itThe point is my natural charisma has made him fail his midterm.,sadness,negative
1598,"Oh, see now I feel bad for the kid!",sadness,negative
1599,I'll be here.,sadness,negative
1600,Not smoking.,sadness,negative
1601,"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",sadness,negative
1602,"That, that's what's stupid.",disgust,negative
1603,Down at the docks again?,anger,negative
1604,I'm not gonna tell you! You're the bad man who broke Sarah's leg.,anger,negative
1605,"Hey now! That was an accident, okay.",anger,negative
1606,You're a big scrud.,anger,negative
1607,"Why don't you look in the mirror, scrud.",anger,negative
1608,Not nice enough.,anger,negative
1609,It's hard this whole platonic thing.,sadness,negative
1610,"Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!",anger,negative
1611,She broke my arm.,anger,negative
1612,He touched my fanny.,anger,negative
1613,"No, she touched mine first!",anger,negative
1614,That's my job!,anger,negative
1615,Barley? What kind of party serves barley?,anger,negative
1616,"Well, I'm sorry if my friends aren't as sophisticated as yours.",anger,negative
1617,Who's party is it?,anger,negative
1618,What woman?!,anger,negative
1619,"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",disgust,negative
1620,"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",disgust,negative
1621,So like which of these two guys do you want to be?,sadness,negative
1622,"Y'know uh, actually I-I-I should get going.",anger,negative
1623,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,fear,negative
1624,"Oh no-no-no, that's notNo-no-no!",anger,negative
1625,Did you just flick me?,anger,negative
1626,"Oh!  All right.  Now, let's not do this!",anger,negative
1627,Happy thoughts!  Happy thoughts!,anger,negative
1628,"OK, now I'm gonna kick some ass.",anger,negative
1629,Ow! Ow! Ow!,anger,negative
1630,Fine!,anger,negative
1631,Fine!,anger,negative
1632,"Hi, listen, I'm sorry about before.",sadness,negative
1633,Stop it Chandler.  I'm sorry too.,sadness,negative
1634,Yeah! Oh yes!,anger,negative
1635,I am not high maintenance!,anger,negative
1636,I am not a pushover!,anger,negative
1637,You did!,anger,negative
1638,"I'm sorry, that's all the time we have.",sadness,negative
1639,"Uh-oh, uh-oh, the laundry's done.",fear,negative
1640,"Ross, what's the matter?",anger,negative
1641,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",sadness,negative
1642,Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,anger,negative
1643,"I don't want to be single, okay? I just... I just- I just wanna be married again!",sadness,negative
1644,And I just want a million dollars!,fear,negative
1645,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",anger,negative
1646,And we're not a couple of suckers!,anger,negative
1647,"Can you just pick one so I can watch--have a perfect, magical weekend together with you.",anger,negative
1648,Nothing! It's over! Dammit! This is regularly scheduled programming!,anger,negative
1649,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?,disgust,negative
1650,"Oh, I'm sorry, am I getting in the way of all the room switching fun?",anger,negative
1651,"Hey, don't blame me for wigging tonight!",anger,negative
1652,"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?",anger,negative
1653,"I don't know, how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas!",anger,negative
1654,Do not speak ill of the dead.,anger,negative
1655,"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",anger,negative
1656,"I just want to watch a little television. What is the big deal? Geez, relax mom.",sadness,negative
1657,What did you say?,anger,negative
1658,"I said, ""Geez, relax Monnnnn.""",fear,negative
1659,"And who knows what science will come up with in the future, but Chandler, what if I die an unsuccessful, regular sized man?",anger,negative
1660,I know!,anger,negative
1661,Not so fast Wesley!,anger,negative
1662,Ramoray!,sadness,negative
1663,"That's right Wesley! I just stopped by to say that, you're not a real doctor! And that woman's brain, is fine!",anger,negative
1664,"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",disgust,negative
1665,"Mom, would you relax.",sadness,negative
1666,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",sadness,negative
1667,"Mom, c'mon, stop worrying.",fear,negative
1668,These old things.,sadness,negative
1669,"Would you mind spending some time on my siadic area, it's been killing me today.",anger,negative
1670,Why have you been following me?,anger,negative
1671,"You wouldn't return my calls, you sent back my letters....",sadness,negative
1672,"One more chance Ursula, please?",sadness,negative
1673,"Um, y'know, before we go ah, there's something I need to say.",fear,negative
1674,"I've kinda of had this ah, this crush on you.",fear,negative
1675,"But, now that you're not, I'd really like to ask you out sometime.",fear,negative
1676,"So-so that's-that's what I'm doing, now.",fear,negative
1677,Uh-huh.  Good luck.,sadness,negative
1678,"Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so",sadness,negative
1679,What about my children Drake?! Huh!?  No!! No!! No! God!,anger,negative
1680,Are you kidding me?!,anger,negative
1681,It’s just so frustrating! Why doesn’t she want my breast?!,anger,negative
1682,I don’t know! Maybe she’s crazy!,anger,negative
1683,"Oh no it's not, no it's not. It's a first date. I'm",fear,negative
1684,"Uhh, look Katie, uh listen, we-we need to talk.",fear,negative
1685,"Umm, look I like you.",fear,negative
1686,"I-I really do, I like you a lot.",fear,negative
1687,Okay?,anger,negative
1688,"Ooh, I miss dating.",sadness,negative
1689,"Me? Oh, no, I am not an actress.",disgust,negative
1690,"Oh screw her, that part is mine!",anger,negative
1691,But what choice did I have. He was keeping my sister    in a,anger,negative
1692,So what about us? Everything we feel for each other.,sadness,negative
1693,"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?",sadness,negative
1694,How can I accept that...,sadness,negative
1695,I can never kiss you again when it's all I can do not    to kiss you right now.,sadness,negative
1696,"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?",anger,negative
1697,"Now, hold on!",anger,negative
1698,Hold on!,anger,negative
1699,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I'm gonna be at that airport and I hope that she'll be there too!",anger,negative
1700,"Oh yeah, I said Rachel's name, but it didn't mean anything, Okay?",anger,negative
1701,She's-she's just a friend and that's all!,anger,negative
1702,That's all!,sadness,negative
1703,Now just tell Emily that I love her and that I can't imagine spending my life with anyone else.,anger,negative
1704,"Please, promise me that you'll tell her that.",sadness,negative
1705,"All right, I'll tell her.  Come on bugger face!",anger,negative
1706,"You spend half your life in the bathroom, why don't you ever go out the bloody window!",anger,negative
1707,Okay. But not about this!,anger,negative
1708,No! Never! Never!  Bye.,anger,negative
1709,"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",sadness,negative
1710,"But only because I was up all night worried about this  meeting, ain’t that funny?",fear,negative
1711,Tulsa is Italy—Please don’t make me go  there!,fear,negative
1712,No no no!,fear,negative
1713,I like a girl with a strong jaw.,sadness,negative
1714,"I mean, what am I gonna do without you?",sadness,negative
1715,Who's gonna crash the embassy parties with me?,sadness,negative
1716,Who's gonna take me to the,sadness,negative
1717,"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",disgust,negative
1718,Oh no.,fear,negative
1719,"Oh, I am so sorry.",sadness,negative
1720,"No me, I am so sorry...",sadness,negative
1721,"Well, there's no way I'm gonna get a shot.",fear,negative
1722,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear,negative
1723,Ohhh.,fear,negative
1724,Yes!,fear,negative
1725,"Honey, really, don't squeeze it so hard!",anger,negative
1726,Let go of my hand!,anger,negative
1727,You're a mean old woman.,anger,negative
1728,No! Wait no! Shut upI mean don't cry! Let me get my checkbook!,sadness,negative
1729,That means nothing to me.  Come on!,anger,negative
1730,"Oh! Hey, Mr. Treeger.",fear,negative
1731,: No! You're clogging up the chute that I spent a half-hour unclogging!,anger,negative
1732,I'm sorry. I didn'tI don't come in here a lot.,sadness,negative
1733,": Oh yeah, of course you don't!",anger,negative
1734,": Cause you're a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",disgust,negative
1735,": You think you could make a mess and the big man in coveralls will come in here and clean it up, huh?",anger,negative
1736,"Well, why don't think of someone else for a change?",anger,negative
1737,"Okay, I'm sorry.",sadness,negative
1738,"Yeah, the lovely Amanda gives me her number and I-I go and drop it.",anger,negative
1739,"Well, I don't know. I think it does something to salami.",sadness,negative
1740,Hey! How'd it go?,sadness,negative
1741,Tag is not the father! And Joey knows now?,sadness,negative
1742,Listen I uh  It's a scary world out there especially if you're a single mom.,fear,negative
1743,If I can't have it you can't have it!,anger,negative
1744,"I can't believe her, y'know it's justit's so typical.",disgust,negative
1745,Oh yes!,anger,negative
1746,No! No! No! Noone can beat me.,anger,negative
1747,"See? Now, that's why only the little fake men are supposed to do all the kicking.",fear,negative
1748,"Don't worry, I'm brave!",sadness,negative
1749,I am brave!,fear,negative
1750,II am brave!,fear,negative
1751,No-no-no-no!!,fear,negative
1752,"Umm, listen I am sorry, but I'll put some out first thing in the morning.",sadness,negative
1753,No-no-no! We gotta go! Come on!  Here we go.,fear,negative
1754,Hi!,anger,negative
1755,I don't care! The wires have come loose in your head!,anger,negative
1756,And did you?!,sadness,negative
1757,"I mean, I realize that his feelings may never completely go away, but",sadness,negative
1758,"Oh?my Gawd, I-I understand.",sadness,negative
1759,"I-I am so sorry, I'll go.",sadness,negative
1760,"Good-bye Monica , I wish you a lifetime of happiness with him.",sadness,negative
1761,Would you stop that!,anger,negative
1762,She loves you!,sadness,negative
1763,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",anger,negative
1764,"I mean, I bring a guy home, and within five minutes they're all over him.",disgust,negative
1765,"I know. I just wish that once, I'd bring a guy home that they actually liked.",sadness,negative
1766,Secret? Married people aren't supposed to have secrets between one another. We have too much love and respect for one another.,anger,negative
1767,"Oh no-no, I can't do that.",fear,negative
1768,Oh my God. He threw up?,disgust,negative
1769,Oh! You got it?!,sadness,negative
1770,Oh.,sadness,negative
1771,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",disgust,negative
1772,"Pheebs, wake up and smell the restraining order.",disgust,negative
1773,I-I wasn't in that.,sadness,negative
1774,"Okay, all right don't judge me to much.",fear,negative
1775,God. Do think it really doesn't hurt? Cause how can they do that?,fear,negative
1776,"Comin' through. Move, move.",anger,negative
1777,"Yeah, well, now you're kinda not.",disgust,negative
1778,But I saved it. I put my basket on top.,anger,negative
1779,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",anger,negative
1780,"No suds, no save. Ok?",anger,negative
1781,"Hi, uh, nothing. That horrible woman just took my machine.",disgust,negative
1782,"No suds? Excuse me, hold on a second.  That's my friend's machine.",anger,negative
1783,"Hey, hey, hey, that's not the rule and you know it.",anger,negative
1784,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,anger,negative
1785,"Ok, are they listening?",anger,negative
1786,Watch it lady!,anger,negative
1787,"All right, I'll leave.",sadness,negative
1788,My bed's so boring.,sadness,negative
1789,Ross do you realise this is the first time in my life I'm doing something I actually care about.,anger,negative
1790,This is the first time in my life I'm doing something that I'm actually good at.,anger,negative
1791,if you don't get that...,anger,negative
1792,"No, hey, I get that, okay, I get that big time.",anger,negative
1793,"And I'm happy for ya, but I'm tired of having a relationship with your answering machine!",anger,negative
1794,"Okay, I don't know what to do anymore.",sadness,negative
1795,Hey!,anger,negative
1796,Were you so late because you were burring this woman?,sadness,negative
1797,How can she be great if she's from Poughkeepsie?  That joke would've killed in Albany.,anger,negative
1798,He cannot play at our wedding!,anger,negative
1799,I mean everyone will leave!,anger,negative
1800,"I mean come on, that is just noise!",anger,negative
1801,It's not even a song!,anger,negative
1802,"Look, I wanted to tell I'm-I'm sorry you lost.",sadness,negative
1803,Is that a secret or a lie.,anger,negative
1804,Would you tell her I let you win please?,anger,negative
1805,I am strong! I'll show you!,anger,negative
1806,Chandler please!,disgust,negative
1807,Oh what's the matter? Are you scared?,anger,negative
1808,Let's go big bunny!,anger,negative
1809,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",anger,negative
1810,No I'm not.,anger,negative
1811,You're making one right now!,anger,negative
1812,No!!,disgust,negative
1813,And stop using my name!,anger,negative
1814,And shame on you!,disgust,negative
1815,And shame on all of you!,disgust,negative
1816,You're disgusting!,disgust,negative
1817,Especially you  with that!,disgust,negative
1818,"Oh!  Ok, um, ok, um,",fear,negative
1819,Paolo made a pass at me.,sadness,negative
1820,"I'm so sorry. Please, stop freaking out.",fear,negative
1821,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",anger,negative
1822,Right here!,sadness,negative
1823,"Chandler, please don't think I was trying to pressure you. Phoebe and Rachel",anger,negative
1824,Phoebe and Rachel!,anger,negative
1825,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sadness,negative
1826,"It was a mistake. Please don't take this to mean anything, because it doesn't.",sadness,negative
1827,I'm gonna go tell Joey that  that you're back. I was really worried about you.,anger,negative
1828,"Ohh, I lost my mom to suicide.",sadness,negative
1829,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness,negative
1830,Did I use that already today? I'm sorry.,sadness,negative
1831,"I don't know, my mother spent most of her money on her fourth wedding.",sadness,negative
1832,She's saving the rest for her divorce.,anger,negative
1833,My parents spent the money for our wedding!,anger,negative
1834,"Wait, but there's no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness,negative
1835,No! No it's not! It's not gonna be okay! It sucks! No swing band! No lilies!,sadness,negative
1836,"Now, I look around this cafeteria, and y'know what I see, I see-I see division.",sadness,negative
1837,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fear,negative
1838,"I'm Ted, and I just moved here a month ago, and New York really scares me.",anger,negative
1839,"Yeah, you hang in there Teddy!",anger,negative
1840,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,fear,negative
1841,"Oh it's Bing, sir. I'm sorry , I was just ah...",fear,negative
1842,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sadness,negative
1843,"Ohh, ohh.",sadness,negative
1844,"I mean look at him, look at you,",disgust,negative
1845,I look more like him than you do!,anger,negative
1846,I'm sorry.,sadness,negative
1847,"That's right, I don't... But I was, I was drunk on you!",sadness,negative
1848,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",anger,negative
1849,"You know...  You're gonna be really, really hard to get over.",sadness,negative
1850,"Oh, hello liar.",anger,negative
1851,"Look, I-I'm really sorry I let go of the bike.",sadness,negative
1852,I could've been killed I hope you know!,anger,negative
1853,"I know. I know. But, can we please try it again? Huh? I mean, you were",sadness,negative
1854,What?!  What the hell?!,anger,negative
1855,"All right, y'know what?",anger,negative
1856,"If you are not going to learn how to ride this bike then I'm sorry, I'm just gonna have to take it back.",anger,negative
1857,"Because! Because, it-it-it's It'd be like you having this guitar  and-and never playing it. Okay, this guitar",anger,negative
1858,"All right. If you care enough to make up that load of crap, okay.",anger,negative
1859,Okay Ross!  Please don't die!,anger,negative
1860,How could you have kept all of this from me?,fear,negative
1861,But what?! You figured you'd get what you wanted and then dump her like you dumped Rachel!,anger,negative
1862,Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why don't we just let the machine get that?,anger,negative
1863,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",anger,negative
1864,"Oh don't listen to him, he's just some guy who really wants the apartment, but I don't think he's gonna get it.",sadness,negative
1865,That thing was a hazard!  I'm very safety conscious.,fear,negative
1866,Estelle said I didn't get it.,sadness,negative
1867,"Umm look, you're coming on a little strong.",fear,negative
1868,Oh my God!,disgust,negative
1869,All right.,disgust,negative
1870,"So, uh, how's she doing?",sadness,negative
1871,The doctor says it's a matter of hours.,sadness,negative
1872,"How-how are you, Mom?",sadness,negative
1873,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",anger,negative
1874,"She is unbelievable, our mother is...",anger,negative
1875,"...Yeah, they were gross.",disgust,negative
1876,I'm Monica's maid of honor. Okay? Don't try to blue pin me!,anger,negative
1877,Limited seating my ass. Let's see who made the cut.  Hi!,anger,negative
1878,Used to work with her. Used to! I'm a relative and I didn't get invited! A,anger,negative
1879,"Stop saying, ""Blood"" to strangers.",sadness,negative
1880,Well then we'll get wet.,anger,negative
1881,Ohh. And I don't even have a date.,sadness,negative
1882,I have a bone to pick with you.,anger,negative
1883,Uh-oh.,fear,negative
1884,Yes! Ben learned a little trick.,anger,negative
1885,Yeah that! You know I hate practical jokes! They're mean and they're stupid and-and I don't want my son learning them!,anger,negative
1886,Y'know what? It doesn't matter! Because it is not true!,anger,negative
1887,"Look, don't you see what's happening here.",anger,negative
1888,"Instead of hitting on her right away, he's becoming her confidant.",anger,negative
1889,What am I going to do?,fear,negative
1890,I don't know you guys.,fear,negative
1891,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",disgust,negative
1892,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",disgust,negative
1893,"And before you know it, she's with him.",anger,negative
1894,"And you'll be all, 'Ohh, man!'",anger,negative
1895,"And he'll be all, 'Yes!'",anger,negative
1896,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",disgust,negative
1897,"And we'll be like, 'Man get over it, it's been four years!!'",disgust,negative
1898,"Oh, come on!",sadness,negative
1899,I knew I shouldn't have mentioned it! That's what I wanted to name my kid!,sadness,negative
1900,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",sadness,negative
1901,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",anger,negative
1902,"Well to tell you the truth, they uh,  they had a problem with the bag!",sadness,negative
1903,Y'know what? It was a stupid play anyway!,sadness,negative
1904,"Y'know, Joey, I think it's time to give up the bag.",sadness,negative
1905,I don't wanna give up the bag.,sadness,negative
1906,I don't have to give up the bag!,anger,negative
1907,Do I Rach?,sadness,negative
1908,"Oh, you think I should give up the bag!",anger,negative
1909,I just don't know if the world is ready for you and your bag.,sadness,negative
1910,I can't believe I'm hearing this!,sadness,negative
1911,Wait a minute!,sadness,negative
1912,Wait a minute!,anger,negative
1913,We're switching rooms again.,anger,negative
1914,"This is a garden view room, and we paid for an ocean view room.",anger,negative
1915,"Excuse me, umm, can I talk to you over here for just a second?",anger,negative
1916,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,anger,negative
1917,Joey. Joey. Joey. Joey! Joey!!,anger,negative
1918,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,anger,negative
1919,"Well, I'm upsetfor you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",disgust,negative
1920,What is the big deal? It's not like we're exclusive.,sadness,negative
1921,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",anger,negative
1922,"Oh, come on! I'll give you ten free",anger,negative
1923,One!  No ten! You said ten! You can't take that back!,anger,negative
1924,"Now, don't you hate it when you have to cut a tin can with an ordinary steak knife?",disgust,negative
1925,Pregnant Woman Slays Four?,fear,negative
1926,"In fact, I-I-I was married to one of them.",anger,negative
1927,"Let me get this straight man, you attacked your ex-wife?!",anger,negative
1928,That's why I'm here.,anger,negative
1929,"What? No! No, I'm not stopping. I'm Red Ross!",sadness,negative
1930,"Dude, if you go back out there, you're gonna be Dead Ross!",anger,negative
1931,I don't care! I am not quitting! I insist on finishing this game!,anger,negative
1932,"All right, all right, if you insist on doing this, at least let me help you.",anger,negative
1933,I don't care! You just get him!,anger,negative
1934,Remember that guy that gave me a bad review? Well  I'm getting my revenge!,anger,negative
1935,"The front page? You really do live in your own little world, don't ya?",sadness,negative
1936,"No, but Horny for Monica Minister called, wanting to know if we were still together.",disgust,negative
1937,We're never gonna find anybody.,sadness,negative
1938,"I won't spit, and I won't stare at Monica's breasts!",anger,negative
1939,I still can't believe they took away my key. You trust me with yours.,fear,negative
1940,What the hell is that?,anger,negative
1941,Come on!,anger,negative
1942,Hurry up.,sadness,negative
1943,"Oh, I'm so sorry.",sadness,negative
1944,"Um, and maybe I'm wrong!",sadness,negative
1945,"Oh, but it's made her so happy.",anger,negative
1946,Crazy lady thinks her mother is in a cat.,sadness,negative
1947,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",disgust,negative
1948,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",anger,negative
1949,"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",anger,negative
1950,"That's a good idea, Dear Janice have a Hubba-Bubba birthday'. I would like to get her something serious.",disgust,negative
1951,"All right. Look, I'm gonna go in here, and you don't buy me anything ever.",anger,negative
