,text,affect
4591,Im glad i can make sumone smile,happiness
4592,about to drink a hot chocolate  yummy.,happiness
4593,Just had some delicious sushi from niko niko on vermont and hollywood  mm,happiness
4594,"overall, tonight's snl = epic win.",happiness
4595,"HAPPY MOTHER'S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",happiness
4596,just had a great dinner with my wonderful girlfriend.,happiness
4597,Aww okayy we'll tell you about it tomorrow then,sadness
4598,Playing with my puppy,happiness
4599,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,happiness
4600,Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around,happiness
4601,I want cookies for breakfast! Luckily I'm an adult and can do that!,happiness
4602,"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)",sadness
4603,lol! woow okay its not that big of a deal,happiness
4604,Anthony's pretty wicked too.,happiness
4605,Just watched Star Trek. A+! That was so well done. I think I'm down to see it again. Who wants to join me?,happiness
4606,about to hit the sheets.,sadness
4607,listening to the new demo! This song is going to be fantastic once its done!,sadness
4608,"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!",happiness
4609,Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!,happiness
4610,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!",sadness
4611,watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay!!,happiness
4612,loving phuket with melai and badette. i'll be coming home soon  imiss everyone,happiness
4613,ok.  i got my nails done to day an the are sweet.,happiness
4614,"LOVED AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!",happiness
4615,Rey Mysterio is so awesome,happiness
4616,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",happiness
4617,just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!,happiness
4618,this is how we do itttt,sadness
4619,beach...yummy steak and catching up on 'lost' with my man...lovely day,happiness
4620,making margaritas and about to watch Milk. Good times,happiness
4621,Soo Tired. My head hurts. I Love Andy sooooo much!,sadness
4622,Just ordered henna! I'll be a redhead again in a few weeks.,happiness
4623,is drinking. Yay!,happiness
4624,that was reallly good,happiness
4625,Spending QT with the hubby,happiness
4626,haha so bored...but happy mothers day!,happiness
4627,Going to bed! Happy mother's day for every mom here!,happiness
4628,"we finally hit 1,000 friends! thanks!",happiness
4629,hey chelsee its amiera!   &lt;ufc&gt;,happiness
4630,watching &quot;Look for a Star&quot; with mom again  lub ah C hehe,happiness
4631,Hanging with kevin tomorrow!  out goes being productive.,happiness
4632,Awesome  I saw it thursday night. It is so great. 100% perfect casting.,happiness
4633,"Watching Twilight again  !!! &lt;3 I'm watching the Audio Commentary, it's sooo funny ;)",happiness
4634,"writing out mother's day cards to mom, aunts, and AMYYYY can't wait for her to be a mommy",happiness
4635,"OMG, time to sleep, today was an horror, i really hope best weekends *---*..Goodnight buddies",sadness
4636,"I &lt;3 Rupert Grint......&amp; of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",sadness
4637,I received some excellent birthday presents!  Party was the usual success.,happiness
4638,She has an awsome voice. Bored nothin to do i should really consider  going back to school yeah right i'd rather cry of boredom  forever,happiness
4639,silly you are right here with me,happiness
4640,"watching Season 2, episode 1 of House before bed... what a great bedtime story",happiness
4641,Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,happiness
4642,"time for The Great Yakuza Horror Theatre, wish me luck",happiness
4643,Is watching &quot;It takes Two&quot;.... such a classic lol,happiness
4644,"and goodnight, twitterland! hope all of your weekends are going great!",happiness
4645,Ate too much vegetarian pizza for dinner! But it was so good,happiness
4646,JUST GOT TO LA  MISS HAWAII ALREADY! DANG,happiness
4647,"whole foods, barton springs, yogurt spot &amp; the oasis = perfect day in austin.",happiness
4648,i'm eating cookies that have been sitting around for a week now. thanks andrea dear,happiness
4649,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome,happiness
4650,living it up at empire hotel...free bottle service. it ROCKS having connections,happiness
4651,"Home. Should be in the bed, but I'm just super duper excited about tomorrow.",happiness
4652,had fun at wango tangooo!,happiness
4653,Woo! Nachos AND ice cream  haha,happiness
4654,"Don't know what to do right now...pretty bored, but I refuse to study. Any suggestions?",sadness
4655,can't stop smiling  i'm in the best mood right now!!!!!,happiness
4656,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,sadness
4657,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me &amp; I am thankful for you!!,sadness
4658,Good nite everybody!  &lt;:Baby Boy:&gt;,happiness
4659,it's beach time!,happiness
4660,"&quot;NAPPY'S&quot; da new &quot;N&quot; word....by da way, iLove my &quot;NAPPY&quot; braids  iGot &quot;HANG-TIME&quot; homie lol",happiness
4661,happy mothers day  going to the zoo... i have to wake up at 9:30 oh god noo!!!,sadness
4662,Just got out of the VAST show &amp; IT KICKED ASS! Just as mindblowing live as on CD. Sang my fave songs. Im n awe!,happiness
4663,aww my son gave me a purple g shock for mother's day,happiness
4664,&quot;dream of a better world because it's coming&quot; -someone could live off of those words dude,happiness
4665,"good day, ya'll! happy mom's day!",happiness
4666,*[ It's time for TSCC!  ],happiness
4667,"just watched Star Trek.. I liked it  I'm making my mother a card and listening to some tunage, Copeland to be exact ;]",happiness
4668,Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses &amp; heels,happiness
4669,I'm an incredibly happy person with 100% energy. Love to dance &amp; laugh...the only thing that I know.I'm one of the most down to earth ppl,happiness
4670,Cheifs beat the 'Canes 16-8! Top of the table! Wooo! ...and up go the Sky Sport Virtual Rugby points.,happiness
4671,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,sadness
4672,welcome to the family new pillow  im going to lay my head on you tonight!!!,happiness
4673,My legs are so fucking sore. And my feet hurt to walk. Whataday,sadness
4674,"Tired from work. I hate closing, eek. But all smiles today. Aloha Kitchen, yum.",happiness
4675,Just got home from Stacey's lovely wedding,happiness
4676,my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,happiness
4677,had a great day,happiness
4678,probably one of the best surprises ever...you really are amazing,happiness
4679,Goodnight everyone  Happy Mothers Day to all of the mothers out there,happiness
4680,"fuckkk i need sleepppppppp lol, happy mothers day mummy",happiness
4681,"Oh! Northern Downpour was just on the radio! I mean, not from the CD or anything. But the normal radio station! Woohoo.",happiness
4682,thanks so much for the discount code. looking forward to trying your pads out,sadness
4683,"Won a diamond for my compï¿½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrï¿½al !!",happiness
4684,HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...,happiness
4685,I just single handedly killed 4 flies and a crane fly with my hairbrush!! I'm gonna go disinfect it now...but bugs beware!!,sadness
4686,"Is going to attempt to cook chunky beef &amp; mushroom pie tonight  mmm, i'm hungry already!",happiness
4687,OMJ JUSt qOt HOME fROM tHAt PARty! it'S 2:OO a.m! i'M MAN tiRED! GOODNiqHt AND HAPPY MOtHER'S DAY 2 ALL!!! tAkE CARE &amp; GOD BlESS!,happiness
4688,made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha,happiness
4689,I'm so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,happiness
4690,goodnight to all,happiness
4691,Is FINALLY having dinner... At Nishiki Sushi!,happiness
4692,had one of the greatest days ever! spent the whole day with besties &amp; celebrated installs with the friends i love oh so much  &lt;3,happiness
4693,is really really ready!,happiness
4694,happy mama's day ladies!  have a good day.,happiness
4695,"Good night all, 15 miles of trails with 7 peeks to climb in the morning, fun times ahead",happiness
4696,and guess what? the second time around... it's still fucking great,happiness
4697,Hi-5 to ALL my friends and ummm thanks for the follow and enjoy the ride IF I make too many trips (I will) for u and u gotta go i get it,happiness
4698,Chatting with matt from mercy mercedes lol.,happiness
4699,is surprising momma bear,happiness
4700,"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",happiness
4701,my blog is now updated,happiness
4702,At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah,happiness
4703,"Yay, St. Mary's here I come",happiness
4704,"I'm so excited for Mothers Day!  This has been a big year for me &amp; Olivia, and she's finally old enough to be excited &amp; understand!",happiness
4705,Happy Mothers Day to all of the moms out there,happiness
4706,Such a fun night. I needed the break. PS- I love you man is effing hilarious! Good night twitter world. Sweet dreams,happiness
4707,is spending time with her mommy later today!,happiness
4708,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,sadness
4709,i found a ride...YES!!! liquor here i come,happiness
4710,Going to fold laundry and then hit the sack. I have boring saturday evenings,sadness
4711,"Is finally back from the dinner party, had fun, Alice had no wine. I proposed...we're getting married next week on May 15th 2009",happiness
4712,"rap battling at second sat, now at the moviesss  haha &quot;i swim in a lake of sex&quot;- Matthew M. ( Ghosts of Girlfriends Past)",happiness
4713,happy mothers day to all   im off to spend the day with my family,happiness
4714,Sounds like there's a party up the street.  I guess they forgot to invite me,sadness
4715,taking mum to lunch for mothers day,happiness
4716,Just got home from work and tired,sadness
4717,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,happiness
4718,"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) &amp; family... a nice day for mother &amp; nanna",sadness
4719,"Lovely night, guys. Full moon  thinking about going out onto my roof lol",happiness
4720,"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it's one of those weeks.",sadness
4721,new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,sadness
4722,"I just got a call from my chimp buddies, want to join the party. Loads to prepare now. Wow this is great. Cup of tea first i think. Erm",happiness
4723,Love the family feud episode with the kardashians tonight,happiness
4724,Time to sign off for the night! Everyone have a great one! To all the mother's out there &quot;Happy Mother's Day&quot;,happiness
4725,Just got $200 of my Macbook,happiness
4726,Had a long day at work. Stood home. Now sleeping to have another long day at work tomorrow &amp; happy mothers day to all mothers,happiness
4727,Thank you for the advice   I'll work on that when Im not at work.,happiness
4728,My Sissy and I went to a Bridal Shower tonight; crazy women!!,happiness
4729,definitely OD tired..but backstagepazz.com is no joke..i think i want to be a groupie just so i can tell my tale.,sadness
4730,i'm addicted to home,sadness
4731,Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time,happiness
4732,Just signed up on Twitter! yay!,happiness
4733,Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,happiness
4734,"but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! &amp; HOUSE! new inside jokes.",happiness
4735,"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",happiness
4736,just received a personal email from Perez Hilton,happiness
4737,Its offically mothers day!! happy moms day!!!,happiness
4738,Not quite sure what ace of cakes is or are. Gosh I'm tired. Loved bride wars. Fun night.,happiness
4739,Excited for enfest yaaaay,happiness
4740,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,happiness
4741,"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",sadness
4742,ima go to sleep now. good night. dnt let the bed bugs bite. haha.,happiness
4743,Just sittin here waitin for my coffee to be full grown on farm town before going to bed,anger
4744,"watching men n blk 2, wishin all the mums happy mother's day",happiness
4745,oh how i love texting my drunk friends  hahahaha,happiness
4746,"Limo Rides into the City for Dinner, Cruises on the Harbour, Makeovers &amp; Foot/Back Massages *yay* .. hope the fellas can get some of that",happiness
4747,Chillin.. Uploadinng The Videos I Took On [MySpace].  The Showw Was Awesomme!,happiness
4748,"My industrial is repierced, and I made a cute little friend",happiness
4749,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",sadness
4750,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,happiness
4751,iced coffee and vanilla ice cream UBER SICK MIX,happiness
4752,"Done at Disneyland, kid's knocked out, stopped by the hotel bar and grabbed a grey goose &amp; tonic on the way up...peace",happiness
4753,Goin to bed... Finally. So sleepy! *Happy mothers day!*,happiness
4754,wow I just had a two hour conversation with someone on omegle. it was amazing,happiness
4755,Going home. Hope one of you out there saw the play.,happiness
4756,cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.,happiness
4757,break from packing. watching the office  Pam: &quot;I had just woken up. I didn't look cute. That's how I knew he meant it.&quot;,happiness
4758,akissforjersey is amazing&lt;3 sooo soothing.,happiness
4759,off to bed I go..have a great Mom's Day all you moms!,happiness
4760,Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,happiness
4761,Just got home i love stake and shake milkshakes,sadness
4762,Shopping day.. headin to central chidlom and siam,happiness
4763,freedom,happiness
4764,"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",happiness
4765,Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,sadness
4766,Just got done turning in my pre-final project for my computer animation class. Final is due on Tues. Only 2 more classes or 6 more weeks.,happiness
4767,IT'S MOTHER'S DAY,happiness
4768,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,happiness
4769,just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,happiness
4770,legs are still numb from journey to atlantis+coldness... buttt it was an awesome day,happiness
4771,Two fantastic shows in a row,happiness
4772,bye daddy!! see you on tuesday,sadness
4773,"listening to MCR, watching DVD's, chocolate hehe  awesome",happiness
4774,posted a few pics of my college on my myspace www.myspace.com/katieheidie,happiness
4775,Well goodnight all my twitter bugs sleep well,happiness
4776,"Sleeeep. Good day, nice night, comfy bed.",happiness
4777,Heading to XS with Nadia!! Yeee!,happiness
4778,started her new job today! aaand so stoked for may long..  and billy is awesome.,happiness
4779,I fucking love Alexander William Gaskarth,sadness
4780,Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,happiness
4781,Yay my friend Glen is here. Now i'm like this,happiness
4782,"playing guitar hero, waiting for Abby to text me after prom",happiness
4783,6moredays.6moredays. yay.yay. taken is nearly finished  better be good,happiness
4784,had a nice mother's day with mum. she liked her presents. wondering if i'll ever see some one again. talking to sisa.,happiness
4785,The stress of recital is gone!!  It went so well  And Star Trek is my new favorite movie!!! I wish I was in space =/,happiness
4786,totally just got hit on by one of her bar guests! Ha ha...Yay me!,happiness
4787,"Huge test at the parents' house. The food is so good, but stuck to one helping, no seconds. Feels good.",happiness
4788,"#PhpEd 5.6 running successfuly via #wine , now to get EMS running",happiness
4789,HAHA! Follow john mayer..he's a pretty funny guy  I want to move to L.A .... it's so much more fun!,happiness
4790,I am now Vice President of Social and Cultural Affairs at Southwestern College,happiness
4791,yay new computer to fiddle about with,happiness
4792,Happy Mothers Day,happiness
4793,Yesssssssssss! A rocket to the moon is  going on warped!,happiness
4794,mum's day - ended up being happy  not that it's my day or anything....,happiness
4795,ready for a day full of His presence  i'm expecting the best!,happiness
4796,? ALREADY FINISHED CHATTING . HAHA ..  ?,happiness
4797,Officially Mother Day here HAPPY Mother Day to all the MOMS,happiness
4798,happy mother's day,happiness
4799,awesomeness....she comes my way...lol..dun dun dun!,happiness
4800,"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, though  You have no idea..&lt;3",happiness
4801,"cant contain myself, tooooooo excited",happiness
4802,I am excited to be home  finally a week and a weekend with people i know,happiness
4803,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,happiness
4804,Happy Mother's Day! It's gonna be an awesome and blessed day! Getting ready for bed... for a beautiful and sunny Sunday...,happiness
4805,watching my favorite tv shows on HULU.com for free,happiness
4806,Went to mikey's cousin's wedding. His mom caught the bouquet.,happiness
4807,finally got a twitter  follow me tweets &lt;3,happiness
4808,Happy Mothers Day Mum,happiness
4809,"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",happiness
4810,watching the original sabrina the teenage witch movie. so different from the series but so rad,sadness
4811,I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,happiness
4812,"Laughing for no reason...maybe its because its 2:27 and I'm tired, haha. Maybe i should go to bed  Night!",happiness
4813,"Goodnight, good morning and HAPPY MOTHERS DAY! Visit my profile to see my silly offspring.Its funny, the love of my life picks his nose!",happiness
4814,Exhausted to the tee.. So i'm knocking out! Nighty night tweety birds,happiness
4815,my phone keeps beeping at me... thanks alan and speeeeeen!,happiness
4816,watching miss cytheria,happiness
4817,"GOT MY RITE EAR PEIRCED! brother got his first peircing, his left ear. I also got 2 new septum bars, one is a  black c bar with balls!",happiness
4818,whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,happiness
4819,HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,happiness
4820,Has finally learned how to think before he speaks. And it works wonders,happiness
4821,Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,happiness
4822,Goodnight Beautiful world  sweet dreams. olive juice!,happiness
4823,Mother's Day family dinner on a rainy Sunday night,happiness
4824,my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,anger
4825,Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...,happiness
4826,"I have seen Star Trek, so now you guys can't spoil it  If you haven't seen it, Go. Go now.",happiness
4827,"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",happiness
4828,"i beat aye to the music hall.  babyy, im like the cinnamon that beat the apple to the apple jacks.",happiness
4829,4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,happiness
4830,"Headed out at 6 today, shopped for Mother's Day gifts. I love B&amp;BWs new scents ? AND finished my book I bought yesterday.",happiness
4831,Covering my portfolio to send to my *dream job* in ny! Send good vibes!,happiness
4832,back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,happiness
4833,just had an orgasmic sandwich,happiness
4834,home now!,happiness
4835,Good Morning Everyone,happiness
4836,Probably the best birthday I've ever had. I got to spend it with all my favorite people.,happiness
4837,going to sleep now...5/10/09 &gt; Happy Mother's Day...&amp;...Happy Birthday to ME!!!,sadness
4838,happy superwomans day !,happiness
4839,SNL hosted by Justin Timberlake startssssssssssss NOW!!  WOOHOO!!,happiness
4840,my first 'star trek' anything was really entertaining.. now if I can just see Harold fly the enterprise to 'white castle',happiness
4841,I still can't believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,happiness
4842,Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,happiness
4843,family bbq today &amp; my fave cousin comes too,happiness
4844,just finished baking some cinnamon rolls   soooo yummy!,happiness
4845,"traveling alone makes i meet new people,new circle ..strangers become friends",happiness
4846,Morning everyone! Hope you have a great Sunday!!,happiness
4847,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I'm pretty lucky. Life ain't too bad...",happiness
4848,good morning everyone,happiness
4849,I got a Coach purse,happiness
4850,finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,sadness
4851,i met one of the nerdiest servers at chili's today lol... he was awesome and i was his favorite,happiness
4852,Had an awesome lunch with the family &amp; now dinner with the in-laws,happiness
4853,just got home. today was fun,happiness
4854,likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,happiness
4855,Girsl night ! on my way to foam party  No sleep tonight !!,happiness
4856,"So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day.  Nightss.",sadness
4857,All in all this has so far gone so much better than expected.sure helps to have raised a dog before and i feel im doing things right,happiness
4858,heeey heeey!   about to go read...,happiness
4859,My goodness! I go single and shit goes crazy! Haha. Fuck this. I like being single too much. I do what I want...holla!,happiness
4860,this one's for the children..the children of the world....again i say happy mommies day to all and me too,happiness
4861,Amost there,happiness
4862,well Sunday the weather looks great gone take my bike to visite my mom on her day,happiness
4863,tonight was fun,happiness
4864,first night sleeping in my new home,happiness
4865,Goin to bed. Goodnight everyone.,happiness
4866,"Well, it was very inspirative day. There's no room for design in todays schedule, so i'm heading to bed",happiness
4867,Memories,sadness
4868,PUSH was amazing,happiness
4869,"this thing really demands a lot of time! anyways, gotta get some breakfast and watch naruto's latest episode",happiness
4870,New day in new home   happy mom day 2 me!,happiness
4871,Won a gps at post prom,happiness
4872,Bored...um...Song of the day: &quot;I caught myself by Paramore&quot; and &quot;No good deed from the musical Wicked&quot;  Oh! And Fully Alive by Flyleaf!!!,happiness
4873,"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn't spin too much.",happiness
4874,Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,happiness
4875,lmao im stupid just felt like sayin tyaï¿½ in my red caf vioce..nite ya'll,sadness
4876,I'm way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,anger
4877,time for mimi's,happiness
4878,third date went well....moving on to fourth!!!!!!,happiness
4879,Back from hospital. Doc says I'll live,happiness
4880,Wango tango!!! Good night all,happiness
4881,no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,happiness
4882,I'm Christine and I'm a friggin' shopaholic. Check out my new coat  Had to promise someone I wouldn't spend for 2 weeks after buying this,happiness
4883,is going home after an awesome time with the peeps,happiness
4884,Signing off for the night. Watching &quot;The Reader&quot; and I'm sure I'll snooze off at some point. Good night all,happiness
4885,drunkfda twittering is lone of my favorite hobbies&lt;3 being drunk is my PROFESSIONNNNN,happiness
4886,random night of fun  now im chillin at home.. happy mothers day!,happiness
4887,my hair doesn't look completely retarded. success,happiness
4888,"To every mom, mommy and mother, Happy Mother's Day   Hope you all do something special and fun today.",happiness
4889,Enjoying the happiness of this special day. Another day that I can make the best one of my life,sadness
4890,Had the Best lazy/really productive day ever. So many options lay ahead of me.  My only job is prioritize them  Thank u universe. -Luv DD,happiness
4891,been high azza bitch all day.... was goody... i missed u twitter,sadness
4892,Michael Cera has a new movie!,happiness
4893,is resting. ahhhhh. I feel good,happiness
4894,Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,happiness
4895,/ happy mommy's day,happiness
4896,yum - mother's day lunch at The Food Business in Burnside was delicious! such a gorgeous day,happiness
4897,"colds nearly gone, yayness!! greys anatomy on tonight . . . . . .double yay!",happiness
4898,Music soothes the soul...,sadness
4899,listening to jubey snoring on the phone  hehe goodnight,happiness
4900,I'm Still Celebrating My Bday Even Though It Was Friday,happiness
4901,Just used my last DVD-R for the Windows 7 ISO. Next batch will be Lightscribe dicsc - I want to see how that works,happiness
4902,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",happiness
4903,"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",happiness
4904,"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",happiness
4905,Can't wait 4 a real bed!  haha,happiness
4906,Drivin home and listenin to 50! fucking lightweights! left me stag! bullshit!  love you though  especially you toesha  haha HA!,happiness
4907,"It seems like everyone us watching X-Men now, I feel like I've started a revolution  feels nice",happiness
4908,"for some strange reason, 'paranoid' sounds like U2. but i love them too, so it's aaaaall good.",happiness
4909,"Wooow, I haven't charged my iPod Touch all day today, and it's still ALIVE! That's so coolio",happiness
4910,that was a fun bacontaco night,happiness
4911,"D-group Saturday's, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life's Good",happiness
4912,Happy Mothers Day,sadness
4913,"spent a little too much $ at Wombat, but it's cool 'cuz it was time to take care of Tamara good.  YAY!",happiness
4914,Happy Mother's Day to all the moms out there!,happiness
4915,"just put the brats to bed, now im chillin with noodle",happiness
4916,Cultural tour 102 by loiusa's family: kangaroo sight-seeing in cemetary. Lovely,happiness
4917,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,happiness
4918,Waiting for the bus back from cripple creek to pick up the twizzler town seems kinda quiet tonite    *rolynn719*,sadness
4919,Now I'm off to bed - HAPPY MOTHER'S DAY ALL - HAVE A GREAT ONE,happiness
4920,"I don't think I've ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",happiness
4921,social was fun. Swam in the water in my boxers,happiness
4922,off to a date with vaahedh! -_- well...atleast its the last one,happiness
4923,is thinking what song to use for the next chilled edition video!,happiness
4924,I'M FEELING GREAT!,happiness
4925,about to go to my boo's pad,sadness
4926,"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",happiness
4927,Watchin TV. HAPPY MOMS DAY.,happiness
4928,enjoying lazying around eating roses chocolates  x,happiness
4929,About to go to sleep. Fun,happiness
4930,"It turns out I'm really, like, sixty years old, guys. You were right!!!!!  I'm off to seek my future a little later than planned!",happiness
4931,I am having the TIME of my LIFE,happiness
4932,is feeling good.. kinda tired.. miss him... can't wait for grad this weekend!!,sadness
4933,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",happiness
4934,Oh that just made my evening.  I forgot Merlin was on tonight!  But its a toss up between Rove and Spielburg on Spielburg on ABC2 choices.,happiness
4935,"Had a great time with mpix shootout, just great  thanks mpix...",happiness
4936,"first day on new job,, bought a new clothes already and it was 40% off for employee discount!",happiness
4937,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",happiness
4938,Missing my mother... t-11 days! HAPPY MOTHER'S DAY!!,happiness
4939,had a great night with some old friends...we're still &quot;home-town heroes&quot;....some things never change,happiness
4940,N now the end to another wise great nite! Excuse me while I dream a little dream,happiness
4941,I love how when I leave my laptop on my bed it creates a nice toasty spot,happiness
4942,Only just past 8am and already been spoiled rotton,sadness
4943,"Had a blast, babe. Thanks joe. &lt;3  i love everyone! Tyler...happy birthday.",happiness
4944,cynthia and jenny are spamming my twitter! haha,happiness
4945,"boopboopboop. still talking to ashley &amp; brittany.  i've been talking to ashley for forever, and our convo still goes places. we're awesome",happiness
4946,just watched what happens in vegas  it was really good,happiness
4947,Ready to crash!...had a great day and a FUN night! I couldn't ask for anything more  Night!,happiness
4948,"off to mothers day brunch with the gang. YAY!!!!! It's not the Zoo, but should be just as much fun.",sadness
4949,if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,happiness
4950,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i'd tweet that.,happiness
4951,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,happiness
4952,We got JoJo in for free and free drinks for Mom! My kind of night,happiness
4953,had an okay day. but hanging out with brianna and saelina was good,happiness
4954,"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",happiness
4955,is having fun with the traditional family dinner party for Mother's Day...,happiness
4956,"just got back from..ahem, meal#4...was boring but had to eat nonetheless",sadness
4957,Good Morning and Happy Mothers Day everyone,happiness
4958,Ra'anana is a wonderful place,happiness
4959,Prism is the MY nEW wEBTOP.. mozilla labs rocks my world...,happiness
4960,Mango Medley has yummy mango and mango ice cream!,happiness
4961,"Man, finishing &quot;Operation Anchorage&quot; sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle",happiness
4962,I am usually more creative on Mother's Day but lately I have not been feeling creative. O.K.. Good Night.  uh Morning...,sadness
4963,Sha and i are fcp/macbook pro buddies now.,happiness
4964,Hahhahah I'm watching the greatest movie ever,happiness
