text,affect,sentiment
I don't know how any of these got opened?!,surprise,negative
You opened them all?,surprise,negative
"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",joy,positive
Oh hey! You got my parent's gift!,joy,positive
Yeah. What is that?,neutral,neutral
"Well, I don't know. I think it does something to salami.",sadness,negative
Hey! How'd it go?,sadness,negative
Yeah. What-what did Tag say?,neutral,neutral
Tag is not the father! And Joey knows now?,sadness,negative
"I do Rach. I do, and I so happy for you.",joy,positive
"Oh wow, you didn't even try to unhook my bra!",surprise,positive
So are you ever gonna tell whoever it is?,neutral,neutral
"No, I will. I'm just not up for it tonight.",neutral,neutral
"Hey Rach listen, no matter what this guy says I want you to know you're not gonna be alone in this.",joy,positive
I'm not?,surprise,negative
Listen I uh  It's a scary world out there especially if you're a single mom.,fear,negative
"Y'know, I always felt like you and I have this-this special bond.",neutral,neutral
"So,  Rachel Green will you marry me?",joy,positive
Thank you.,neutral,neutral
If I can't have it you can't have it!,anger,negative
"I can't believe her, y'know it's justit's so typical.",disgust,negative
"Now Monica, I know you're upset, but don't forget.",neutral,neutral
"There is going to be a wedding, you are going to throw the bouquet, and",neutral,neutral
Paris?,neutral,neutral
We will take a moonlit walk on the Rue de la .,neutral,neutral
Keep talking.,neutral,neutral
"Then we will sprinkle rose pedals on the bed and make love. Not just because it's romantic, but because I can!",joy,positive
I love you!,joy,positive
Yes!,joy,positive
I win again!,joy,positive
Ha-ha!,joy,positive
That's like 500 bucks you owe me!,joy,positive
Whoo-ho-hoo!,joy,positive
$500 that is a loooot of electricity!,joy,positive
Whoo-ho-ho!,joy,positive
I gotta buy some food.,neutral,neutral
"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",neutral,neutral
You serious?,surprise,positive
Oh yes!,anger,negative
"Okay, get ready to owe me!",joy,positive
Okay.,neutral,neutral
"Okay, here we go. Ready?",neutral,neutral
No! No! No! Noone can beat me.,anger,negative
"See? Now, that's why only the little fake men are supposed to do all the kicking.",fear,negative
Who is that?!,surprise,negative
"Don't worry, I'm brave!",sadness,negative
I am brave!,fear,negative
II am brave!,fear,negative
No-no-no-no!!,fear,negative
Can you tell me who is there please?,neutral,neutral
Hi!,joy,positive
Hi. Do you know what time it is?,neutral,neutral
It's candy time! My roommate says that they taste like little drops of heaven.,joy,positive
Oh please!  Did you hear that? Little drops of heaven.,joy,positive
4:00 A.M.,neutral,neutral
"So, can I get some candy?",neutral,neutral
"I am sorry, but some of us have to",neutral,neutral
"Umm, listen I am sorry, but I'll put some out first thing in the morning.",sadness,negative
"Well okay, I'll swing by later. Do you live in this building?",neutral,neutral
Um-hmm.,neutral,neutral
Mm! Seems like I would've remembered you!,surprise,negative
Mm! Night Gar'!,neutral,neutral
Aaron! You gotta let me go. The guy's hammered!,joy,positive
"I'm sorry Joey, as long as he's here and he's conscious we're still shooting.",neutral,neutral
You wouldn't happen to have a very big fork?,neutral,neutral
"So I uh, I just talked to the director. That's it, we're done for the day.",neutral,neutral
Well have we finished the scene?,surprise,negative
Yeah! Youyou were wonderful.,joy,positive
As were you.,neutral,neutral
"So I got your car, it's right outside.",neutral,neutral
"Oh, thank you. You're welcome.",joy,positive
No-no-no! We gotta go! Come on!  Here we go.,fear,negative
Is that my ass?,joy,positive
What about these? These look the same?,neutral,neutral
Definitely!,joy,positive
Not as each other!,neutral,neutral
"Oh, then no.",neutral,neutral
Hey!,joy,positive
Hi!,anger,negative
You look amazing. I'm the luckiest man in the world.,joy,positive
"Ohh, you're about to get a little luckier.",joy,positive
Let me see the earrings.,neutral,neutral
"Oh, honey, the earrings",neutral,neutral
They look great! Does your boyfriend have the best taste or what?,joy,positive
My boyfriend really does have good taste!,joy,positive
Thanks for picking out the earrings man.,neutral,neutral
Mm-Hm,neutral,neutral
"I know that there's no hole there, I just really liked that picture.",neutral,neutral
Oh my God! Look at this!,surprise,negative
"Okay, but there",neutral,neutral
I don't care! The wires have come loose in your head!,anger,negative
I just thought that if I could follow the wire I could find out what it did.,neutral,neutral
And did you?!,sadness,negative
"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",neutral,neutral
But it didn't. Say hello to Mrs. Chatracus.,neutral,neutral
Oh my God.,surprise,negative
Hello darling.,neutral,neutral
"Hello, Mrs. Chatracus.",neutral,neutral
"Okay, is everybody clear? We're gonna pick it upand move it. Now all we need is teamwork, okay? We're gonna",neutral,neutral
"Ross, I really don't think",neutral,neutral
Lift!! And slide!,joy,positive
"Okay, here we go.",neutral,neutral
"All right everyone, lift!  And slide!!",joy,positive
"All right Carl, we're next. Now remember, what is not gonna be?",neutral,neutral
Another,neutral,neutral
That's right! And what are you not gonna do?,neutral,neutral
"Well, I'm not gonna talk because",neutral,neutral
"I mean, I realize that his feelings may never completely go away, but",sadness,negative
"Oh?my Gawd, I-I understand.",sadness,negative
"I-I am so sorry, I'll go.",sadness,negative
"Good-bye Monica , I wish you a lifetime of happiness with him.",sadness,negative
"Chandler,  you call me when this goes in the pooper.",neutral,neutral
I found my identical hand twin!,joy,positive
"Ohh, you are",neutral,neutral
No!,neutral,neutral
But she just came up here!,surprise,negative
That was Joey!,neutral,neutral
I wonder where she is. That is so weird.,neutral,neutral
"Yeah, well, she's probably talking to Richard.",neutral,neutral
Would you stop that!,anger,negative
Do you wanna know the first thing she said when she came back from her lunch with Richard?,neutral,neutral
She didn't feel anything for him.,neutral,neutral
She loves you!,sadness,negative
Really?,surprise,positive
"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",anger,negative
Okay.,neutral,neutral
Good.  I should really start wearing hats!,neutral,neutral
"I mean, why should I let them meet him?",neutral,neutral
"I mean, I bring a guy home, and within five minutes they're all over him.",disgust,negative
"I mean, they're like- coyotes, picking off the weak members of the herd.",joy,positive
Listen.,neutral,neutral
"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",neutral,neutral
"I mean, they're your friends, they're just looking out after you.",neutral,neutral
"I know. I just wish that once, I'd bring a guy home that they actually liked.",sadness,negative
"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",neutral,neutral
No-no-no-no.  Hey!,surprise,positive
"Anyway, I should go. Okay, bye.",neutral,neutral
Hey sweetie.,neutral,neutral
"Hi sweetie. So, what was with all the whispering?",neutral,neutral
I can't tell you. It's a secret.,neutral,neutral
Secret? Married people aren't supposed to have secrets between one another. We have too much love and respect for one another.,anger,negative
Awww.  But still no.,neutral,neutral
"No I'm serious, we should tell each other",neutral,neutral
"Really? Okay, so why don't you tell me what happened to Ross Junior year at",neutral,neutral
"Oh no-no, I can't do that.",fear,negative
"If you tell me, I'll tell you what Phoebe said.",neutral,neutral
Okay.,neutral,neutral
Okay.,neutral,neutral
"So, Ross and I are going to",neutral,neutral
Oh my God. He threw up?,disgust,negative
"No, he visited a little town south of throw up.  So what was Phoebe's secret?",neutral,neutral
"Oh, Nancy Thompson from Phoebe's old massage place is getting fired.",neutral,neutral
That's it?! I gave up my,joy,positive
That's right! You lose sucker!!  Please still marry me.,joy,positive
Oh hey! How was your audition?,joy,positive
"I'm sorry, do I know you?",neutral,neutral
What are you doing?,neutral,neutral
"Nothing, I'm just practicing blowing you off because I'm gonna be a big movie star!",surprise,positive
Oh! You got it?!,sadness,negative
"Well no, not yet. But the audition went really good.",joy,positive
What was it for?,neutral,neutral
"Oh, it's this big budget period movie about these three Italian brothers who come to America around the turn of the century.",neutral,neutral
It's really classy!,joy,positive
"Oh, and the director is supposed to be the next next Martin Scorcese.",joy,positive
The next next?,neutral,neutral
"Yeah, there's this guy from Chicago who's supposed to be the next Martin Scorcese, all right?",neutral,neutral
But then this guy's right after him.,neutral,neutral
Hello!,joy,positive
They loved me!,joy,positive
Oh my God!,joy,positive
"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",surprise,negative
What's the matter?,neutral,neutral
They want me to be totally naked in the movie!,surprise,negative
Wow!,surprise,positive
I know! My grandmother's gonna see this!,joy,positive
Grandma's gonna have to get in line.,joy,positive
Oh please! It was such a big class! You never even noticed me!,joy,positive
"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",surprise,positive
Who?,neutral,neutral
"Oh uh, I had trouble remembering everyone's name, so I-I kinda came up with nicknames.",neutral,neutral
Like the guy on the other side of you was Smelly von Brownshirt.,neutral,neutral
"Oh yeah. So umm, did you have a nickname for me?",neutral,neutral
"Umm, no. No.",neutral,neutral
Yes you did! What was it?,surprise,positive
"Umm, it's Cutie McPretty.",neutral,neutral
Ohh that's so sweet!,joy,positive
"Listen, I gotta tell ya, I-I'm having a great time!",joy,positive
"Y'know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it's not.",surprise,positive
I mean it's not at all.,neutral,neutral
Dr. Geller!,joy,positive
Burt!,joy,positive
"Okay, so we got some more good rejections, lots of stuff to work on.",neutral,neutral
"Okay, shoot.",neutral,neutral
"Okay, um, oh, the zoo commercial.",neutral,neutral
I didn't get it?,neutral,neutral
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",joy,positive
"Okay, what else?",neutral,neutral
"Um, the off-Broadway play people said 'You were pretty but dumb.'",neutral,neutral
Oh.,sadness,negative
"Oh no wait, I'm sorry, that's 'pretty dumb.'",neutral,neutral
Hey.,neutral,neutral
How's the maniac?,neutral,neutral
"Oh, well he's yummy. We did a little kissin'.",joy,positive
"Phoebe, what are you doing?",surprise,negative
"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",neutral,neutral
"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",disgust,negative
"Look, he gave me his night vision goggles and everything.",joy,positive
You're taking the word of a guy who has night vision goggles?,surprise,negative
"What, he's not still following her. Do you think he is still following her?",surprise,positive
"Pheebs, wake up and smell the restraining order.",disgust,negative
What are you saying I should do?,neutral,neutral
"I think, that if you really like this guy, you should just trust him.",neutral,neutral
"Thank you, Monica.",joy,positive
"Orrr, you could follow him and see where he goes.",neutral,neutral
"Oh, that's what I would do, forget mine.",surprise,positive
Hey guys check it out! My mom sent me the paper!,joy,positive
"Ooh, let's see it!",joy,positive
She's not crazy is she?,surprise,negative
No.,neutral,neutral
"So uh, how you doin'?",neutral,neutral
There he is!,joy,positive
There's our star!,joy,positive
"So, so, what'd ya think?",neutral,neutral
Almost as good as that play with the two naked girls on the see-saw.,joy,positive
I-I wasn't in that.,sadness,negative
"Wow, I have the spirit of an old Indian women living in mine.",neutral,neutral
So then you know?,joy,positive
"The mailman was downstairs, so I brought up your mail.",neutral,neutral
"Oh, good. Thanks.",neutral,neutral
Now what is Fabutec?,neutral,neutral
"Okay, all right don't judge me to much.",fear,negative
Okay?,neutral,neutral
"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",neutral,neutral
"But there was this stuff on leg waxing, it just, it looked so amazing....",joy,positive
"Oh, it's incredible! I so want to be a Waxine girl.",joy,positive
I know!!,joy,positive
God. Do think it really doesn't hurt? Cause how can they do that?,fear,negative
Hello! Organic substances recently discovered in the depths of the rain forest!,joy,positive
They have the best stuff in there.,neutral,neutral
"Comin' through. Move, move.",anger,negative
"Oh, 'scuse me. I was kinda using that machine.",joy,positive
"Yeah, well, now you're kinda not.",disgust,negative
But I saved it. I put my basket on top.,anger,negative
"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",anger,negative
What?,surprise,negative
"No suds, no save. Ok?",anger,negative
What's goin' on?,neutral,neutral
"Hi, uh, nothing. That horrible woman just took my machine.",disgust,negative
Was your basket on top?,neutral,neutral
"Yeah, but, there were no suds.",neutral,neutral
So?,neutral,neutral
"Well, you know, no suds, no save.",neutral,neutral
"No suds? Excuse me, hold on a second.  That's my friend's machine.",anger,negative
"Hey, hey, hey, her stuff wasn't in it.",neutral,neutral
"Hey, hey, hey, that's not the rule and you know it.",anger,negative
Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,anger,negative
"Well, I think this is a great place to work!",joy,positive
"Ok, are they listening?",anger,negative
Varrrrrroom!,joy,positive
Hey!,joy,positive
Watch it lady!,anger,negative
Varrrrrrrrrrom!,joy,positive
Hey-hey good lookin'!,joy,positive
Varrrrrrrrroom.,joy,positive
"All right, I'll leave.",sadness,negative
My bed's so boring.,sadness,negative
Ross do you realise this is the first time in my life I'm doing something I actually care about.,anger,negative
This is the first time in my life I'm doing something that I'm actually good at.,anger,negative
I mean.,neutral,neutral
if you don't get that...,anger,negative
"No, hey, I get that, okay, I get that big time.",anger,negative
"And I'm happy for ya, but I'm tired of having a relationship with your answering machine!",anger,negative
"Okay, I don't know what to do anymore.",sadness,negative
Well neither do I!,joy,positive
Hey!,anger,negative
"I'm sorry I'm late, did I miss anything?",neutral,neutral
Joey stuffing 15,neutral,neutral
15?  Your personal best! (Ross takes an,surprise,positive
Where were you?,neutral,neutral
"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",neutral,neutral
"Oh, yeah! How did you meet her?",surprise,positive
"Oh, which museum?",neutral,neutral
"No, answer his.",neutral,neutral
"Okay, it was just me and her at the back of the train, and I sat near the door, so she'd have to pass by me if she wanted to switch cars.",joy,positive
She was totally at my mercy.,joy,positive
Were you so late because you were burring this woman?,sadness,negative
"No, I'm getting back down cause she lives in Poughkeepsie.",neutral,neutral
"She seems really great, but she's like totally great, but she lives two and a half hours away.",joy,positive
How can she be great if she's from Poughkeepsie?  That joke would've killed in Albany.,anger,negative
"Done! I did it! Heh, who's stupid now?",joy,positive
"No, there is no way! It can",joy,positive
Why is your family,neutral,neutral
He cannot play at our wedding!,anger,negative
I mean everyone will leave!,anger,negative
"I mean come on, that is just noise!",anger,negative
It's not even a song!,anger,negative
"If you listen very carefully, I think its",neutral,neutral
"Oh, I want to look too! . Yikes!",surprise,positive
"So do you think that these picturesAre, are they trying to tell a story?",neutral,neutral
"Oh, yeah, sure.",neutral,neutral
"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she's crying out, Where are they, where are they?'",neutral,neutral
"Well, she's not going to find them lying in the grass like that.",neutral,neutral
"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",joy,positive
Yeah.,neutral,neutral
"You see, now, I would date this girl.",neutral,neutral
"She's cute, she's outdoorsy, you know, and she knows how to build a fire.",neutral,neutral
"I mean, that's got to come in handy",neutral,neutral
"Okay, I've got a question. If you had to pick one of us to date, who would it be?",neutral,neutral
I don't know.,neutral,neutral
Me neither.,neutral,neutral
Rachel.,neutral,neutral
What?!,surprise,negative
I don't know.  Me neither.,neutral,neutral
"Look, I wanted to tell I'm-I'm sorry you lost.",sadness,negative
"Listen, I've got a secret for ya. I let him win.",neutral,neutral
Is that a secret or a lie.,anger,negative
"No, I let him winRoss!",neutral,neutral
Yeah?,surprise,positive
Would you tell her I let you win please?,anger,negative
Oh. Yeah.  Uh Chandler,neutral,neutral
I am strong! I'll show you!,anger,negative
Chandler please!,disgust,negative
Oh what's the matter? Are you scared?,anger,negative
Let's go big bunny!,anger,negative
Okay. 123Go!   I'm gonna kill myself!,neutral,neutral
"Hey Ross, is uh, is Staten Island really an island?",neutral,neutral
"Uh-huh, that's why they call it Staten",surprise,positive
Ohhh. I thought it was like Long Island.,surprise,positive
Also an island.,neutral,neutral
"Hey, what time is it?",neutral,neutral
2:17.,neutral,neutral
"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",surprise,positive
Are you serious?!,surprise,positive
Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,neutral,neutral
Wow! We are pretty good at this! Hey! We totally forgot about lunch!,surprise,positive
"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",anger,negative
"Hey, you guys",neutral,neutral
Hey!,joy,positive
Who is it?,neutral,neutral
It's Phoebe! Phoebe!,joy,positive
Hey!,joy,positive
Oh God. So-so you're making porn movies.,surprise,negative
No I'm not.,anger,negative
You're making one right now!,anger,negative
And-,neutral,neutral
"Yeah, can I help you with something?",neutral,neutral
"Look, I'm talking right now! You'reyou mean her.",joy,positive
"Y'know, twin stuff is always a real big seller.",neutral,neutral
What?!,surprise,negative
"Yeah, I can talk them into giving you like, 30 dollars.",neutral,neutral
No!!,disgust,negative
And stop using my name!,anger,negative
And shame on you!,disgust,negative
And shame on all of you!,disgust,negative
You're disgusting!,disgust,negative
Especially you  with that!,disgust,negative
Hey!,joy,positive
Hi Pheebs!,joy,positive
Are you moving out?,neutral,neutral
"No, these aren't all my suitcases.  This one's Paolo's.",neutral,neutral
"Um, um, Rachel can we talk for a sec?",neutral,neutral
"Well, sure...just a sec, though, 'cause Paolo's on his way over.",neutral,neutral
"Oh!  Ok, um, ok, um,",fear,negative
"Oh, Pheebs, Pheebs...",joy,positive
"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",neutral,neutral
"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",neutral,neutral
"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",surprise,positive
"Oh, I don't make them a lot because I don't think it's fair to the other cookies",neutral,neutral
"All right, well, you're right, these are the best oatmeal cookies I've ever had.",surprise,positive
Which proves that I never lie.,neutral,neutral
I guess you don't.,neutral,neutral
Paolo made a pass at me.,sadness,negative
"I'm so sorry. Please, stop freaking out.",fear,negative
I'm not freaking out.,neutral,neutral
Why would I be freaking out?,neutral,neutral
"A woman named Heldi called and said we were getting married, but that happens everyday.",neutral,neutral
"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",anger,negative
"I mean, what's the harm in that?",neutral,neutral
Right here!,sadness,negative
"Chandler, please don't think I was trying to pressure you. Phoebe and Rachel",anger,negative
Phoebe and Rachel!,anger,negative
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sadness,negative
"It was a mistake. Please don't take this to mean anything, because it doesn't.",sadness,negative
Okay.,neutral,neutral
Really?,joy,positive
"Yes, if it really doesn't mean anything, because you know that I'm just not ready",neutral,neutral
I know! I know.,neutral,neutral
Okay.,neutral,neutral
I'm gonna go tell Joey that  that you're back. I was really worried about you.,anger,negative
"Hey, did she buy it?",neutral,neutral
Totally.,neutral,neutral
So did Heldi show you the place?,neutral,neutral
"Yeah, it's beautiful.",neutral,neutral
I can't believe you're gonna ask Monica to marry you!,joy,positive
I know.,neutral,neutral
"Okay look, I have an idea.",neutral,neutral
"Why don't we, why don't we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",neutral,neutral
And then whoever does gets the phone.,neutral,neutral
"All right, first name on the speed dial is mom.",neutral,neutral
"Ohh, I lost my mom to suicide.",sadness,negative
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness,negative
Did I use that already today? I'm sorry.,sadness,negative
Joe.,neutral,neutral
"Oh, I win! He's got",joy,positive
So you don't know that's,neutral,neutral
His new girlfriend!,surprise,negative
I can't believe this. Do you think that your parents could help pay for it?,surprise,negative
"I don't know, my mother spent most of her money on her fourth wedding.",sadness,negative
She's saving the rest for her divorce.,anger,negative
And any extra cash my father has he saves for his yearly trips to,neutral,neutral
Well what happened at dinner?,neutral,neutral
My parents spent the money for our wedding!,anger,negative
My God! What did you order?!,surprise,negative
"Wait, but there's no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness,negative
"Honey, it's gonna be okay.",neutral,neutral
No! No it's not! It's not gonna be okay! It sucks! No swing band! No lilies!,sadness,negative
"No, y'know what?",neutral,neutral
It's gonna be okay.,neutral,neutral
I mean you don't have to have this rustic Italian feast.,neutral,neutral
Y'know?,neutral,neutral
"And-and you don't need, you don't need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",neutral,neutral
"Dr. Geller, there's a seat over here.",neutral,neutral
"Thank you, Dr. Phillips, but I'm having my lunch at this table, here in the middle.",neutral,neutral
"I'm having lunch right here, with my good friend Joey, if he'll sit with me.",neutral,neutral
I will sit with you Dr. Geller.,neutral,neutral
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral,neutral
"Now, I look around this cafeteria, and y'know what I see, I see-I see division.",sadness,negative
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fear,negative
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral,neutral
I'm Ross!,joy,positive
"I'm divorced, and I have a kid!",joy,positive
I'm Joey! I'm an actor! I don't know squat about dinosaurs!,joy,positive
"I'm Ted, and I just moved here a month ago, and New York really scares me.",anger,negative
"All right, there you go!",joy,positive
"Yeah, you hang in there Teddy!",anger,negative
"I'm Andrew, and I didn't pay for this pear.",neutral,neutral
"Okay, good-good for you.",joy,positive
"I'm Rhonda,  and these aren't real!",neutral,neutral
"Wow, Rhonda.",surprise,positive
I'm Scott.,neutral,neutral
"Yeah, okay, Scott!",neutral,neutral
And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,fear,negative
So thanks for the warm welcome.,neutral,neutral
"It's good to have you guys on my team, and I come to play.",joy,positive
I hope you do too.,neutral,neutral
"Now, let's go out there and get em!",joy,positive
"And remember, there is no I' in team.",neutral,neutral
"Yes, but there's two in martini, soo everybody",joy,positive
You! Chuckles! What's your name?,neutral,neutral
"Oh it's Bing, sir. I'm sorry , I was just ah...",fear,negative
"No-no, I heard what you said, funny.",neutral,neutral
I like funny.,joy,positive
"This team is about hard work, but it's also about having fun.",joy,positive
Good to have you aboard Bing!,joy,positive
Yeah. You won't be able to take it.,neutral,neutral
"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",neutral,neutral
They're gonna call her Chandler.,neutral,neutral
"That's kind of a masculine name, don't you think?",neutral,neutral
Works on you.,neutral,neutral
"Oh, that is so sweet.",joy,positive
"No, no, ok, you hang up.",joy,positive
"Ok, ok, one, two, three.",joy,positive
Well you didn't hang up either.,joy,positive
She didn't hang up either...,joy,positive
"Ok, no, no, you hang up. You, you, y",joy,positive
"Ross, hi, it's Rachel.",neutral,neutral
"I'm just calling to say that um, everything's fine and I'm really happy for you and your",neutral,neutral
"Rach, I got a message from you.",neutral,neutral
Oh my God.,surprise,negative
"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sadness,negative
You're over me?,surprise,negative
Ohhhhhhhh God.,surprise,negative
"Wha... you're uh, you're, you're over me?",surprise,negative
"Ohh, ohh.",sadness,negative
"When, when were you... under me?",surprise,negative
"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",neutral,neutral
"OK, I need to lie down.",surprise,negative
"Hey! I'm in, they're gonna let me audition!",joy,positive
Really? That's great!,joy,positive
"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",joy,positive
(noticing a kid who has picked up a copy of,neutral,neutral
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",joy,positive
"Yeah well, he's not gonna get this one.",joy,positive
Ben is way cuter than that kid.,joy,positive
"I mean look at him, look at you,",disgust,negative
"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",neutral,neutral
"Joey, you look nothing like Ben.",neutral,neutral
I look more like him than you do!,anger,negative
"Y'know, I don't really know you well enough for you to do that.",joy,positive
That really was some of your best work.,joy,positive
"Hm-hmm, I told you!  I can't believe that I've only got two hours before I call in sick for work.",neutral,neutral
I have to be up in seven minutes.,neutral,neutral
"Well, you're not gonna believe this, but if you have seven minutes",neutral,neutral
Really?!,surprise,positive
Do you wanna?,neutral,neutral
Okay! You get the vacuum cleaner and I'll get the furniture polish!,joy,positive
Oh okay. But y'know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,neutral,neutral
Boyfriend?,surprise,negative
No.,neutral,neutral
I'm Joey.,neutral,neutral
Kristen.,neutral,neutral
"Oh wow, what a beautiful name!  What is it again?",joy,positive
Kristen.,neutral,neutral
Got it!  So,neutral,neutral
"So uh, do you live around here?",neutral,neutral
Yeah!,neutral,neutral
Yeah!,joy,positive
Right down there.,neutral,neutral
Hey listen.. let me give you a little tip.,neutral,neutral
Do not take a nap on this stoop  or you can wake up with your shoes gone.,joy,positive
I'll remember that.,neutral,neutral
"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",neutral,neutral
"Oh I, I have plans tonight.",neutral,neutral
But how about tomorrow?,neutral,neutral
"Sounds great! Okay, alright, well where does this go?",joy,positive
"You look strong, why don't I take that and you grab one of the boxes.",neutral,neutral
"Okay. Yeah.  Yeah, I'll grab this one.",neutral,neutral
Hey.,neutral,neutral
"Listen, um...",neutral,neutral
I'm sorry.,sadness,negative
": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",neutral,neutral
"That's right, I don't... But I was, I was drunk on you!",sadness,negative
"Okay, yeah, so it's not gonna work.",neutral,neutral
"If it was, would you stop hanging out with her?",neutral,neutral
"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",anger,negative
"You know...  You're gonna be really, really hard to get over.",sadness,negative
"By the way, the week before your wedding you may not see a lot of me.",neutral,neutral
"Oh, hello liar.",anger,negative
"Look, I-I'm really sorry I let go of the bike.",sadness,negative
I could've been killed I hope you know!,anger,negative
"I know. I know. But, can we please try it again? Huh? I mean, you were",sadness,negative
"Well, I would love to butthe bike got stolen and the police have no suspects.",joy,positive
Phoebe.,neutral,neutral
What?!  What the hell?!,anger,negative
"All right, y'know what?",anger,negative
"If you are not going to learn how to ride this bike then I'm sorry, I'm just gonna have to take it back.",anger,negative
What?! Why?!,surprise,negative
"Because! Because, it-it-it's It'd be like you having this guitar  and-and never playing it. Okay, this guitar",anger,negative
"All right. If you care enough to make up that load of crap, okay.",anger,negative
Great! Great!  You're making the bike very happy.,joy,positive
Okay Ross!  Please don't die!,anger,negative
How could you have kept all of this from me?,fear,negative
"I was going to tell you, but",neutral,neutral
But what?! You figured you'd get what you wanted and then dump her like you dumped Rachel!,anger,negative
Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why don't we just let the machine get that?,anger,negative
Hey Ross. It's Joey. There's a hooker over here and we thought maybe you'd know something about it.,neutral,neutral
"No! No! No! No! No! I-I-I-II need to, I need to lie down.",neutral,neutral
Everything on your application looks really goodOhh!,joy,positive
"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",anger,negative
"Oh don't worry, I'm not really a party girl.",neutral,neutral
"Whoa!! Now look, don't be just blurtin' stuff out. I want you to really think about your answers. Okay?",joy,positive
You can call off the roommate search!  Hi! I'll be living here.,joy,positive
"Oh don't listen to him, he's just some guy who really wants the apartment, but I don't think he's gonna get it.",sadness,negative
Why did you take the shower curtain down?,surprise,negative
That thing was a hazard!  I'm very safety conscious.,fear,negative
Hi.,neutral,neutral
"Hey man, how did the audition go?",neutral,neutral
Estelle said I didn't get it.,sadness,negative
What?! Why? Joey you were so ready for it!,surprise,negative
"Yeah, I thought so too but, she said the casting people had some problems with me.",joy,positive
No!,surprise,negative
"For all I know, she's trying to find me but couldn't because I kept moving around.",neutral,neutral
"No, from now on, I'm staying in one place.",neutral,neutral
Right here.,neutral,neutral
"Well, it's getting late.",neutral,neutral
"Yeah, we're gonna go.",neutral,neutral
"Actually, do you guys mind staying here for a while?",neutral,neutral
"Ugh, y'know, umm we gotta get up early and catch that plane for New York.",neutral,neutral
"Yeah, it's a very large plane.",neutral,neutral
That's cool.,neutral,neutral
"But, we'll stay here with you.",neutral,neutral
"Thanks guys!  I really appreciate this, y'know, but you don't have to rub my butt.",joy,positive
"Hey, Mel Gibson and Clint Eastwood.",surprise,positive
They're not a couple!,surprise,negative
"Oh-okay, I get the game now.",neutral,neutral
"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",neutral,neutral
Oh yeah!,joy,positive
"Well okay, so then you're fine.",neutral,neutral
